"id","dam","sire","sex"
"VH84003","NC10787","NN88750",NA
"VH84006","NC10787","NN88750",NA
"VH84004","NC10787","NN88750",NA
"VH84002","NC10787","NN88750",NA
"VH84001","NC10787","NN88750","F"
"VH84009","NC10787","NN88750",NA
"VH84008","NC10787","NN88750",NA
"VH84552","E956283","VC47284",NA
"VH84554","E956283","VC47284",NA
"VH84549","E956283","VC47284",NA
"VH84551","E956283","VC47284",NA
"VH84548","E956283","VC47284",NA
"VH84550","E956283","VC47284",NA
"VH84553","E956283","VC47284",NA
"VH84256","VC47285","VE26450",NA
"VH84253","VC47285","VE26450",NA
"VH84254","VC47285","VE26450",NA
"VH84255","VC47285","VE26450",NA
"VH84393","VE33205","VE32774",NA
"VH84392","VE33205","VE32774","M"
"VH84390","VE33205","VE32774","M"
"VH84396","VE33205","VE32774",NA
"VH84394","VE33205","VE32774",NA
"VH84395","VE33205","VE32774",NA
"VH84389","VE33205","VE32774",NA
"VH84391","VE33205","VE32774",NA
"VH84640","VE32861","E906949",NA
"VH84642","VE32861","E906949",NA
"VH84643","VE32861","E906949","F"
"VH84637","VE32861","E906949",NA
"VH84644","VE32861","E906949",NA
"VH84639","VE32861","E906949","F"
"VH84638","VE32861","E906949","F"
"VH84641","VE32861","E906949",NA
"VH84567","C716895","VE33227",NA
"VH84563","C716895","VE33227",NA
"VH84565","C716895","VE33227",NA
"VH84570","C716895","VE33227",NA
"VH84568","C716895","VE33227",NA
"VH84569","C716895","VE33227",NA
"VH84564","C716895","VE33227",NA
"VH84571","C716895","VE33227",NA
"VH84566","C716895","VE33227",NA
"VH84562","C716895","VE33227",NA
"VH84261","E906934","NN88663",NA
"VH84260","E906934","NN88663",NA
"VH84262","E906934","NN88663",NA
"VH84259","E906934","NN88663",NA
"VH84258","E906934","NN88663",NA
"VH84257","E906934","NN88663",NA
"VH84559","F491309","E906993",NA
"VH84556","F491309","E906993",NA
"VH84561","F491309","E906993",NA
"VH84555","F491309","E906993",NA
"VH84557","F491309","E906993",NA
"VH84558","F491309","E906993",NA
"VH84560","F491309","E906993",NA
"VH84470","E906951","VB55080",NA
"VH84465","E906951","VB55080",NA
"VH84468","E906951","VB55080",NA
"VH84464","E906951","VB55080",NA
"VH84466","E906951","VB55080","F"
"VH84463","E906951","VB55080",NA
"VH84469","E906951","VB55080",NA
"VH84467","E906951","VB55080",NA
"VH84263","VE26050","E956948",NA
"VH84267","VE26050","E956948",NA
"VH84272","VE26050","E956948",NA
"VH84265","VE26050","E956948",NA
"VH84270","VE26050","E956948",NA
"VH84264","VE26050","E956948",NA
"VH84273","VE26050","E956948",NA
"VH84268","VE26050","E956948",NA
"VH84269","VE26050","E956948",NA
"VH84271","VE26050","E956948",NA
"VH84266","VE26050","E956948",NA
"VH84345","VE33732","VB54579",NA
"VH84349","VE33732","VB54579",NA
"VH84355","VE33732","VB54579",NA
"VH84352","VE33732","VB54579",NA
"VH84354","VE33732","VB54579",NA
"VH84351","VE33732","VB54579",NA
"VH84353","VE33732","VB54579",NA
"VH84348","VE33732","VB54579",NA
"VH84346","VE33732","VB54579",NA
"VH84347","VE33732","VB54579",NA
"VH84350","VE33732","VB54579",NA
"VH84604","VE27708","VE27827",NA
"VH84600","VE27708","VE27827",NA
"VH84602","VE27708","VE27827",NA
"VH84598","VE27708","VE27827",NA
"VH84596","VE27708","VE27827",NA
"VH84601","VE27708","VE27827",NA
"VH84597","VE27708","VE27827",NA
"VH84599","VE27708","VE27827",NA
"VH84603","VE27708","VE27827",NA
"VH84077","VE27997","VE27738",NA
"VH84081","VE27997","VE27738",NA
"VH84083","VE27997","VE27738",NA
"VH84073","VE27997","VE27738",NA
"VH84079","VE27997","VE27738",NA
"VH84082","VE27997","VE27738",NA
"VH84074","VE27997","VE27738",NA
"VH84075","VE27997","VE27738",NA
"VH84078","VE27997","VE27738",NA
"VH84076","VE27997","VE27738",NA
"VH84080","VE27997","VE27738",NA
"VH84306","E956958","E956819",NA
"VH84304","E956958","E956819",NA
"VH84305","E956958","E956819",NA
"VH84300","E956958","E956819",NA
"VH84307","E956958","E956819",NA
"VH84299","E956958","E956819",NA
"VH84303","E956958","E956819",NA
"VH84308","E956958","E956819",NA
"VH84309","E956958","E956819",NA
"VH84301","E956958","E956819",NA
"VH84302","E956958","E956819",NA
"VH84069","NN88720","VE27141",NA
"VH84070","NN88720","VE27141",NA
"VH84067","NN88720","VE27141",NA
"VH84071","NN88720","VE27141",NA
"VH84064","NN88720","VE27141",NA
"VH84068","NN88720","VE27141",NA
"VH84066","NN88720","VE27141",NA
"VH84072","NN88720","VE27141","M"
"VH84063","NN88720","VE27141",NA
"VH84062","NN88720","VE27141","F"
"VH84061","VE27865","VH12151",NA
"VH84057","VE27865","VH12151",NA
"VH84059","VE27865","VH12151","F"
"VH84056","VE27865","VH12151",NA
"VH84055","VE27865","VH12151",NA
"VH84060","VE27865","VH12151",NA
"VH84058","VE27865","VH12151",NA
"VH84054","VE27865","VH12151",NA
"VH84053","VE27865","VH12151",NA
"VH84016","VC47268","VE27838",NA
"VH84013","VC47268","VE27838","F"
"VH84010","VC47268","VE27838",NA
"VH84014","VC47268","VE27838",NA
"VH84015","VC47268","VE27838",NA
"VH84017","VC47268","VE27838",NA
"VH84012","VC47268","VE27838",NA
"VH84018","VC47268","VE27838",NA
"VH84011","VC47268","VE27838",NA
"VH84593","VE33515","VE26021",NA
"VH84590","VE33515","VE26021",NA
"VH84592","VE33515","VE26021",NA
"VH84591","VE33515","VE26021",NA
"VH84594","VE33515","VE26021",NA
"VH84589","VE33515","VE26021",NA
"VH84588","VE33515","VE26021",NA
"VH84595","VE33515","VE26021",NA
"VH84511","E906977","VE27315",NA
"VH84504","E906977","VE27315",NA
"VH84510","E906977","VE27315","F"
"VH84507","E906977","VE27315",NA
"VH84502","E906977","VE27315",NA
"VH84501","E906977","VE27315",NA
"VH84506","E906977","VE27315",NA
"VH84505","E906977","VE27315",NA
"VH84508","E906977","VE27315",NA
"VH84509","E906977","VE27315",NA
"VH84512","E906977","VE27315",NA
"VH84503","E906977","VE27315",NA
"VH84297","VE33384","NN87836",NA
"VH84295","VE33384","NN87836",NA
"VH84298","VE33384","NN87836",NA
"VH84291","VE33384","NN87836",NA
"VH84296","VE33384","NN87836",NA
"VH84293","VE33384","NN87836","F"
"VH84290","VE33384","NN87836",NA
"VH84292","VE33384","NN87836",NA
"VH84294","VE33384","NN87836",NA
"VH84114","VE33457","VE27798",NA
"VH84109","VE33457","VE27798",NA
"VH84112","VE33457","VE27798",NA
"VH84113","VE33457","VE27798","M"
"VH84117","VE33457","VE27798",NA
"VH84111","VE33457","VE27798",NA
"VH84115","VE33457","VE27798",NA
"VH84110","VE33457","VE27798",NA
"VH84116","VE33457","VE27798","M"
"VH84342","E956247","E906936",NA
"VH84337","E956247","E906936",NA
"VH84344","E956247","E906936",NA
"VH84339","E956247","E906936",NA
"VH84340","E956247","E906936",NA
"VH84343","E956247","E906936",NA
"VH84338","E956247","E906936",NA
"VH84341","E956247","E906936",NA
"VH84336","E956247","E906936",NA
"VH84202","NN88673","NN88895",NA
"VH84206","NN88673","NN88895",NA
"VH84204","NN88673","NN88895",NA
"VH84201","NN88673","NN88895",NA
"VH84208","NN88673","NN88895",NA
"VH84203","NN88673","NN88895",NA
"VH84207","NN88673","NN88895",NA
"VH84205","NN88673","NN88895",NA
"VH84209","NN88673","NN88895",NA
"VH84382","E956996","VE32839",NA
"VH84388","E956996","VE32839",NA
"VH84384","E956996","VE32839",NA
"VH84381","E956996","VE32839",NA
"VH84383","E956996","VE32839",NA
"VH84385","E956996","VE32839",NA
"VH84387","E956996","VE32839",NA
"VH84386","E956996","VE32839",NA
"VH84363","VE26299","VE27715",NA
"VH84358","VE26299","VE27715",NA
"VH84356","VE26299","VE27715",NA
"VH84362","VE26299","VE27715",NA
"VH84359","VE26299","VE27715",NA
"VH84357","VE26299","VE27715","F"
"VH84360","VE26299","VE27715",NA
"VH84361","VE26299","VE27715",NA
"VH84364","VE26299","VE27715",NA
"VH84023",NA,"VE27921",NA
"VH84020",NA,"VE27921",NA
"VH84021",NA,"VE27921",NA
"VH84028",NA,"VE27921",NA
"VH84025",NA,"VE27921",NA
"VH84026",NA,"VE27921",NA
"VH84027",NA,"VE27921","F"
"VH84024",NA,"VE27921",NA
"VH84019",NA,"VE27921",NA
"VH84022",NA,"VE27921",NA
"VH84098","E956873","VE27619","M"
"VH84094","E956873","VE27619",NA
"VH84092","E956873","VE27619",NA
"VH84090","E956873","VE27619",NA
"VH84093","E956873","VE27619",NA
"VH84096","E956873","VE27619",NA
"VH84099","E956873","VE27619",NA
"VH84095","E956873","VE27619",NA
"VH84091","E956873","VE27619","F"
"VH84097","E956873","VE27619",NA
"VH84106","VE27101","E956900","M"
"VH84100","VE27101","E956900",NA
"VH84102","VE27101","E956900",NA
"VH84107","VE27101","E956900",NA
"VH84105","VE27101","E956900",NA
"VH84103","VE27101","E956900",NA
"VH84108","VE27101","E956900",NA
"VH84101","VE27101","E956900",NA
"VH84104","VE27101","E956900",NA
"VH84234","E956947","VE33150",NA
"VH84232","E956947","VE33150",NA
"VH84239","E956947","VE33150","M"
"VH84235","E956947","VE33150","F"
"VH84236","E956947","VE33150",NA
"VH84238","E956947","VE33150",NA
"VH84237","E956947","VE33150",NA
"VH84233","E956947","VE33150",NA
"VH84240","E956947","VE33150",NA
"VH84241","E956947","VE33150",NA
"VH84231","E956947","VE33150",NA
"VH84086","VE27705","VE27238",NA
"VH84088","VE27705","VE27238",NA
"VH84087","VE27705","VE27238",NA
"VH84089","VE27705","VE27238",NA
"VH84084","VE27705","VE27238",NA
"VH84085","VE27705","VE27238",NA
"VH84405","E956992","E956994",NA
"VH84406","E956992","E956994",NA
"VH84409","E956992","E956994",NA
"VH84408","E956992","E956994",NA
"VH84401","E956992","E956994",NA
"VH84404","E956992","E956994","F"
"VH84403","E956992","E956994",NA
"VH84407","E956992","E956994",NA
"VH84402","E956992","E956994",NA
"VH84131","VE33334","VE27778","F"
"VH84133","VE33334","VE27778",NA
"VH84139","VE33334","VE27778",NA
"VH84135","VE33334","VE27778","M"
"VH84137","VE33334","VE27778",NA
"VH84138","VE33334","VE27778",NA
"VH84140","VE33334","VE27778",NA
"VH84134","VE33334","VE27778",NA
"VH84130","VE33334","VE27778",NA
"VH84136","VE33334","VE27778",NA
"VH84132","VE33334","VE27778",NA
"VH84126","VE27812","VE27083",NA
"VH84118","VE27812","VE27083",NA
"VH84119","VE27812","VE27083",NA
"VH84121","VE27812","VE27083",NA
"VH84129","VE27812","VE27083",NA
"VH84123","VE27812","VE27083",NA
"VH84124","VE27812","VE27083",NA
"VH84127","VE27812","VE27083",NA
"VH84128","VE27812","VE27083",NA
"VH84125","VE27812","VE27083",NA
"VH84120","VE27812","VE27083",NA
"VH84122","VE27812","VE27083","F"
"VH84039","E906948","VE26455",NA
"VH84037","E906948","VE26455",NA
"VH84042","E906948","VE26455",NA
"VH84038","E906948","VE26455",NA
"VH84040","E906948","VE26455",NA
"VH84045","E906948","VE26455",NA
"VH84044","E906948","VE26455",NA
"VH84043","E906948","VE26455",NA
"VH84041","E906948","VE26455",NA
"VH84200","VE33332","VE27848",NA
"VH84198","VE33332","VE27848","M"
"VH84196","VE33332","VE27848",NA
"VH84192","VE33332","VE27848",NA
"VH84195","VE33332","VE27848",NA
"VH84193","VE33332","VE27848",NA
"VH84199","VE33332","VE27848",NA
"VH84197","VE33332","VE27848",NA
"VH84194","VE33332","VE27848",NA
"VH84173","VC47168","VB54863",NA
"VH84174","VC47168","VB54863",NA
"VH84178","VC47168","VB54863",NA
"VH84172","VC47168","VB54863","F"
"VH84180","VC47168","VB54863",NA
"VH84177","VC47168","VB54863",NA
"VH84181","VC47168","VB54863",NA
"VH84171","VC47168","VB54863",NA
"VH84176","VC47168","VB54863",NA
"VH84175","VC47168","VB54863",NA
"VH84179","VC47168","VB54863",NA
"VE33821","VB55172","VE27090",NA
"VE33823","VB55172","VE27090",NA
"VE33820","VB55172","VE27090",NA
"VE33824","VB55172","VE27090",NA
"VE33818","VB55172","VE27090",NA
"VE33825","VB55172","VE27090",NA
"VE33827","VB55172","VE27090","M"
"VE33819","VB55172","VE27090",NA
"VE33822","VB55172","VE27090",NA
"VE33826","VB55172","VE27090","F"
"VH84159","VE27712","VE32776",NA
"VH84156","VE27712","VE32776",NA
"VH84153","VE27712","VE32776",NA
"VH84160","VE27712","VE32776",NA
"VH84151","VE27712","VE32776","M"
"VH84152","VE27712","VE32776",NA
"VH84155","VE27712","VE32776",NA
"VH84158","VE27712","VE32776",NA
"VH84154","VE27712","VE32776",NA
"VH84157","VE27712","VE32776",NA
"VH84539","E956998","VB54676",NA
"VH84540","E956998","VB54676",NA
"VH84542","E956998","VB54676",NA
"VH84547","E956998","VB54676",NA
"VH84541","E956998","VB54676",NA
"VH84544","E956998","VB54676",NA
"VH84543","E956998","VB54676",NA
"VH84545","E956998","VB54676",NA
"VH84546","E956998","VB54676",NA
"VH84050","VE27767","VE33730",NA
"VH84048","VE27767","VE33730",NA
"VH84046","VE27767","VE33730",NA
"VH84051","VE27767","VE33730","F"
"VH84052","VE27767","VE33730",NA
"VH84047","VE27767","VE33730","F"
"VH84049","VE27767","VE33730",NA
"VH84472",NA,"VB54618",NA
"VH84475",NA,"VB54618",NA
"VH84478",NA,"VB54618",NA
"VH84480",NA,"VB54618",NA
"VH84477",NA,"VB54618",NA
"VH84479",NA,"VB54618",NA
"VH84476",NA,"VB54618",NA
"VH84474",NA,"VB54618","M"
"VH84473",NA,"VB54618",NA
"VH84481",NA,"VB54618",NA
"VH84482",NA,"VB54618",NA
"VH84471",NA,"VB54618",NA
"VH84167","VE27976","E956957",NA
"VH84164","VE27976","E956957",NA
"VH84165","VE27976","E956957",NA
"VH84169","VE27976","E956957",NA
"VH84162","VE27976","E956957",NA
"VH84168","VE27976","E956957",NA
"VH84170","VE27976","E956957",NA
"VH84166","VE27976","E956957",NA
"VH84163","VE27976","E956957",NA
"VH84161","VE27976","E956957",NA
"VH84243","E956474","E956995",NA
"VH84249","E956474","E956995",NA
"VH84251","E956474","E956995",NA
"VH84245","E956474","E956995",NA
"VH84248","E956474","E956995","M"
"VH84247","E956474","E956995",NA
"VH84250","E956474","E956995",NA
"VH84242","E956474","E956995",NA
"VH84246","E956474","E956995",NA
"VH84244","E956474","E956995","F"
"VH84252","E956474","E956995",NA
"VH84492","NN86818","F491101",NA
"VH84498","NN86818","F491101",NA
"VH84496","NN86818","F491101",NA
"VH84493","NN86818","F491101",NA
"VH84500","NN86818","F491101",NA
"VH84499","NN86818","F491101",NA
"VH84495","NN86818","F491101",NA
"VH84497","NN86818","F491101",NA
"VH84494","NN86818","F491101",NA
"VH84581","NN88923","VE26451",NA
"VH84586","NN88923","VE26451",NA
"VH84582","NN88923","VE26451",NA
"VH84584","NN88923","VE26451",NA
"VH84587","NN88923","VE26451",NA
"VH84583","NN88923","VE26451",NA
"VH84585","NN88923","VE26451",NA
"VH84418","E956867","VC47256",NA
"VH84413","E956867","VC47256",NA
"VH84415","E956867","VC47256",NA
"VH84410","E956867","VC47256",NA
"VH84412","E956867","VC47256",NA
"VH84417","E956867","VC47256",NA
"VH84411","E956867","VC47256",NA
"VH84414","E956867","VC47256",NA
"VH84416","E956867","VC47256",NA
"VH84331","VE27747","VB55076",NA
"VH84328","VE27747","VB55076",NA
"VH84330","VE27747","VB55076",NA
"VH84335","VE27747","VB55076",NA
"VH84332","VE27747","VB55076",NA
"VH84333","VE27747","VB55076",NA
"VH84329","VE27747","VB55076",NA
"VH84334","VE27747","VB55076","F"
"VH84320","E956991","VE33375",NA
"VH84323","E956991","VE33375",NA
"VH84318","E956991","VE33375",NA
"VH84326","E956991","VE33375",NA
"VH84327","E956991","VE33375",NA
"VH84322","E956991","VE33375",NA
"VH84324","E956991","VE33375","F"
"VH84325","E956991","VE33375",NA
"VH84319","E956991","VE33375",NA
"VH84321","E956991","VE33375",NA
"VH84572","VE27777","VE27042",NA
"VH84574","VE27777","VE27042",NA
"VH84573","VE27777","VE27042",NA
"VH84575","VE27777","VE27042",NA
"VH84579","VE27777","VE27042",NA
"VH84576","VE27777","VE27042",NA
"VH84578","VE27777","VE27042",NA
"VH84577","VE27777","VE27042",NA
"VH84580","VE27777","VE27042",NA
"VH84453","VE33157","VH12250",NA
"VH84462","VE33157","VH12250",NA
"VH84458","VE33157","VH12250",NA
"VH84455","VE33157","VH12250",NA
"VH84461","VE33157","VH12250",NA
"VH84459","VE33157","VH12250",NA
"VH84456","VE33157","VH12250",NA
"VH84460","VE33157","VH12250",NA
"VH84457","VE33157","VH12250",NA
"VH84454","VE33157","VH12250",NA
"VH84532","C659250","NN35939",NA
"VH84536","C659250","NN35939",NA
"VH84537","C659250","NN35939",NA
"VH84533","C659250","NN35939",NA
"VH84530","C659250","NN35939",NA
"VH84531","C659250","NN35939","M"
"VH84538","C659250","NN35939",NA
"VH84535","C659250","NN35939",NA
"VH84534","C659250","NN35939",NA
"VH84684","E956807","E956806",NA
"VH84687","E956807","E956806",NA
"VH84689","E956807","E956806",NA
"VH84688","E956807","E956806",NA
"VH84686","E956807","E956806",NA
"VH84685","E956807","E956806",NA
"VH84690","E956807","E956806",NA
"VH84691","E956807","E956806",NA
"VH84212","VE33445","E956217",NA
"VH84217","VE33445","E956217",NA
"VH84215","VE33445","E956217",NA
"VH84210","VE33445","E956217",NA
"VH84213","VE33445","E956217",NA
"VH84216","VE33445","E956217",NA
"VH84214","VE33445","E956217",NA
"VH84218","VE33445","E956217",NA
"VH84211","VE33445","E956217",NA
"VH84448","VE33144","VE27746","F"
"VH84445","VE33144","VE27746",NA
"VH84446","VE33144","VE27746",NA
"VH84451","VE33144","VE27746",NA
"VH84450","VE33144","VE27746",NA
"VH84447","VE33144","VE27746",NA
"VH84452","VE33144","VE27746",NA
"VH84449","VE33144","VE27746",NA
"VH83724","VE27359","F491400",NA
"VH83723","VE27359","F491400",NA
"VH83726","VE27359","F491400",NA
"VH83725","VE27359","F491400",NA
"VH83722","VE27359","F491400",NA
"VH83727","VE27359","F491400",NA
"VH21852","VC47320","E984838",NA
"VH21849","VC47320","E984838",NA
"VH21851","VC47320","E984838",NA
"VH21850","VC47320","E984838",NA
"VH21847","VC47320","E984838",NA
"VH21853","VC47320","E984838",NA
"VH21848","VC47320","E984838",NA
"VH21846","VC47320","E984838",NA
"VH83686","F938599","VE26272",NA
"VH83683","F938599","VE26272",NA
"VH83679","F938599","VE26272",NA
"VH83681","F938599","VE26272",NA
"VH83680","F938599","VE26272",NA
"VH83685","F938599","VE26272",NA
"VH83684","F938599","VE26272",NA
"VH83682","F938599","VE26272",NA
"VE26087","VB55121",NA,NA
"VE26089","VB55121",NA,NA
"VE26085","VB55121",NA,NA
"VE26088","VB55121",NA,NA
"VE26082","VB55121",NA,NA
"VE26086","VB55121",NA,NA
"VE26083","VB55121",NA,NA
"VE26084","VB55121",NA,NA
"VE33874","E984639","VE26276",NA
"VE33875","E984639","VE26276","F"
"VE33877","E984639","VE26276",NA
"VE33873","E984639","VE26276",NA
"VE33871","E984639","VE26276","M"
"VE33870","E984639","VE26276",NA
"VE33872","E984639","VE26276",NA
"VE33876","E984639","VE26276",NA
"VH83777","F938051","F465898",NA
"VH83776","F938051","F465898",NA
"VH83773","F938051","F465898",NA
"VH83774","F938051","F465898",NA
"VH83775","F938051","F465898",NA
"VH83778","F938051","F465898",NA
"VH83772","F938051","F465898",NA
"VH83599","VE26234","VE26292",NA
"VH83597","VE26234","VE26292",NA
"VH83598","VE26234","VE26292",NA
"VH83600","VE26234","VE26292",NA
"VH21884","VE26207","VE26229",NA
"VH21885","VE26207","VE26229",NA
"VH21883","VE26207","VE26229",NA
"VH21886","VE26207","VE26229",NA
"VH83609","VE26341","E984814",NA
"VH83614","VE26341","E984814",NA
"VH83612","VE26341","E984814",NA
"VH83617","VE26341","E984814",NA
"VH83611","VE26341","E984814",NA
"VH83616","VE26341","E984814",NA
"VH83610","VE26341","E984814",NA
"VH83613","VE26341","E984814",NA
"VH83615","VE26341","E984814",NA
"VH83618","VE26341","E984814",NA
"VH21802","VB55569","C375774",NA
"VH21803","VB55569","C375774",NA
"VH21805","VB55569","C375774",NA
"VH21806","VB55569","C375774",NA
"VH21804","VB55569","C375774",NA
"VH21807","VB55569","C375774",NA
"VH21801","VB55569","C375774",NA
"VH83543","F465868","VE26288",NA
"VH83544","F465868","VE26288",NA
"VH83549","F465868","VE26288",NA
"VH83550","F465868","VE26288",NA
"VH83547","F465868","VE26288","F"
"VH83545","F465868","VE26288",NA
"VH83548","F465868","VE26288",NA
"VH83546","F465868","VE26288",NA
"VH21810","VE32563","E984807",NA
"VH21808","VE32563","E984807",NA
"VH21811","VE32563","E984807",NA
"VH21809","VE32563","E984807",NA
"VH21814","VE32563","E984807","F"
"VH21812","VE32563","E984807",NA
"VH21813","VE32563","E984807",NA
"VH83509","NN88433","NN34623",NA
"VH83514","NN88433","NN34623",NA
"VH83517","NN88433","NN34623",NA
"VH83515","NN88433","NN34623",NA
"VH83512","NN88433","NN34623",NA
"VH83511","NN88433","NN34623",NA
"VH83516","NN88433","NN34623",NA
"VH83513","NN88433","NN34623",NA
"VH83510","NN88433","NN34623",NA
"VH21894","VE33674","NN88537",NA
"VH21898","VE33674","NN88537",NA
"VH21896","VE33674","NN88537",NA
"VH21895","VE33674","NN88537",NA
"VH21900","VE33674","NN88537",NA
"VH21897","VE33674","NN88537",NA
"VH21899","VE33674","NN88537",NA
"VE33862","E984810","VE32748",NA
"VE33864","E984810","VE32748",NA
"VE33865","E984810","VE32748",NA
"VE33866","E984810","VE32748",NA
"VE33868","E984810","VE32748",NA
"VE33869","E984810","VE32748",NA
"VE33863","E984810","VE32748",NA
"VE33867","E984810","VE32748",NA
"VH83539","C695199","E984806",NA
"VH83542","C695199","E984806",NA
"VH83536","C695199","E984806",NA
"VH83540","C695199","E984806",NA
"VH83541","C695199","E984806","F"
"VH83538","C695199","E984806",NA
"VH83537","C695199","E984806",NA
"VH83535","C695199","E984806",NA
"VH83508","VE32775","NE96051",NA
"VH83501","VE32775","NE96051",NA
"VH83507","VE32775","NE96051",NA
"VH83502","VE32775","NE96051",NA
"VH83506","VE32775","NE96051",NA
"VH83504","VE32775","NE96051",NA
"VH83505","VE32775","NE96051",NA
"VH83503","VE32775","NE96051","M"
"VH21839","NN86737","VB55582",NA
"VH21844","NN86737","VB55582",NA
"VH21840","NN86737","VB55582",NA
"VH21842","NN86737","VB55582",NA
"VH21841","NN86737","VB55582",NA
"VH21845","NN86737","VB55582",NA
"VH21843","NN86737","VB55582",NA
"VH21281","VE27806","VE27766",NA
"VH21273","VE27806","VE27766",NA
"VH21282","VE27806","VE27766",NA
"VH21272","VE27806","VE27766",NA
"VH21271","VE27806","VE27766",NA
"VH21275","VE27806","VE27766",NA
"VH21279","VE27806","VE27766",NA
"VH21276","VE27806","VE27766",NA
"VH21277","VE27806","VE27766",NA
"VH21274","VE27806","VE27766",NA
"VH21280","VE27806","VE27766",NA
"VH21278","VE27806","VE27766",NA
"VH21234","NN88852","C375792",NA
"VH21236","NN88852","C375792",NA
"VH21238","NN88852","C375792",NA
"VH21232","NN88852","C375792",NA
"VH21235","NN88852","C375792",NA
"VH21233","NN88852","C375792",NA
"VH21239","NN88852","C375792",NA
"VH21237","NN88852","C375792",NA
"VH21047","VE32509","VE32523",NA
"VH21052","VE32509","VE32523",NA
"VH21049","VE32509","VE32523",NA
"VH21051","VE32509","VE32523",NA
"VH21048","VE32509","VE32523",NA
"VH21050","VE32509","VE32523",NA
"VH21268","VB54689","NN88943",NA
"VH21269","VB54689","NN88943",NA
"VH21266","VB54689","NN88943",NA
"VH21267","VB54689","NN88943",NA
"VH21270","VB54689","NN88943",NA
"VH21075","F465098","NN35821",NA
"VH21071","F465098","NN35821",NA
"VH21070","F465098","NN35821",NA
"VH21069","F465098","NN35821",NA
"VH21068","F465098","NN35821",NA
"VH21072","F465098","NN35821",NA
"VH21073","F465098","NN35821",NA
"VH21076","F465098","NN35821",NA
"VH21074","F465098","NN35821",NA
"VH21474","E985323","VB55402",NA
"VH21472","E985323","VB55402",NA
"VH21471","E985323","VB55402",NA
"VH21466","E985323","VB55402",NA
"VH21470","E985323","VB55402",NA
"VH21473","E985323","VB55402",NA
"VH21468","E985323","VB55402",NA
"VH21467","E985323","VB55402",NA
"VH21469","E985323","VB55402",NA
"VH21003",NA,"VE27936",NA
"VH21005",NA,"VE27936",NA
"VH21004",NA,"VE27936",NA
"VH21002",NA,"VE27936",NA
"VH21006",NA,"VE27936",NA
"VH21001",NA,"VE27936",NA
"VH21300",NA,"VE27936",NA
"VH21299",NA,"VE27936",NA
"VH21231","F491329","VE27984",NA
"VH21225","F491329","VE27984",NA
"VH21218","F491329","VE27984",NA
"VH21219","F491329","VE27984",NA
"VH21224","F491329","VE27984",NA
"VH21226","F491329","VE27984",NA
"VH21228","F491329","VE27984",NA
"VH21227","F491329","VE27984",NA
"VH21222","F491329","VE27984",NA
"VH21223","F491329","VE27984",NA
"VH21220","F491329","VE27984",NA
"VH21229","F491329","VE27984",NA
"VH21221","F491329","VE27984",NA
"VH21230","F491329","VE27984",NA
"VH21490","F464596","E464520",NA
"VH21495","F464596","E464520",NA
"VH21489","F464596","E464520",NA
"VH21493","F464596","E464520",NA
"VH21494","F464596","E464520",NA
"VH21492","F464596","E464520",NA
"VH21491","F464596","E464520",NA
"VH21422","F464593","NN88627",NA
"VH21421","F464593","NN88627",NA
"VH21419","F464593","NN88627",NA
"VH21423","F464593","NN88627",NA
"VH21424","F464593","NN88627",NA
"VH21420","F464593","NN88627",NA
"VH21456","F465087","VE33526",NA
"VH21448","F465087","VE33526",NA
"VH21454","F465087","VE33526",NA
"VH21457","F465087","VE33526",NA
"VH21455","F465087","VE33526",NA
"VH21451","F465087","VE33526",NA
"VH21458","F465087","VE33526",NA
"VH21453","F465087","VE33526",NA
"VH21450","F465087","VE33526",NA
"VH21452","F465087","VE33526",NA
"VH21449","F465087","VE33526",NA
"VH21294","VE27821","C659238",NA
"VH21296","VE27821","C659238",NA
"VH21297","VE27821","C659238",NA
"VH21295","VE27821","C659238",NA
"VH21298","VE27821","C659238",NA
"VH21293","VE27821","C659238",NA
"VH21021","VE27987","VE33469",NA
"VH21023","VE27987","VE33469",NA
"VH21019","VE27987","VE33469",NA
"VH21024","VE27987","VE33469",NA
"VH21022","VE27987","VE33469",NA
"VH21020","VE27987","VE33469","M"
"VH21098","F464432","F464400",NA
"VH21097","F464432","F464400",NA
"VH21100","F464432","F464400",NA
"VH21099","F464432","F464400",NA
"VH21290","VE26039","VE33159",NA
"VH21291","VE26039","VE33159",NA
"VH21286","VE26039","VE33159",NA
"VH21284","VE26039","VE33159",NA
"VH21288","VE26039","VE33159","M"
"VH21292","VE26039","VE33159",NA
"VH21285","VE26039","VE33159",NA
"VH21283","VE26039","VE33159",NA
"VH21289","VE26039","VE33159",NA
"VH21287","VE26039","VE33159",NA
"VH21026","VE27756","VC47444",NA
"VH21031","VE27756","VC47444","M"
"VH21028","VE27756","VC47444",NA
"VH21027","VE27756","VC47444",NA
"VH21030","VE27756","VC47444",NA
"VH21025","VE27756","VC47444",NA
"VH21029","VE27756","VC47444",NA
"VH21039","A723117","VB55271",NA
"VH21042","A723117","VB55271",NA
"VH21041","A723117","VB55271",NA
"VH21040","A723117","VB55271",NA
"VH21045","A723117","VB55271",NA
"VH21046","A723117","VB55271",NA
"VH21043","A723117","VB55271",NA
"VH21044","A723117","VB55271",NA
"VH21038","A723117","VB55271",NA
"VH21444","F464519","VE27916",NA
"VH21445","F464519","VE27916",NA
"VH21443","F464519","VE27916",NA
