"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"C57",-0.099052776985989,0.0668871433030276,1,1.625,1.71428571428571,1.66666666666667,1.55208333333333,1.56,1.53475935828877,1.53275109170306,1.54131054131054,2,8,20,43,94,146,182,222,277,338,1414.27079753252,6909.79236459974,132.188,98.2433,-0.990048235,"5","3",15,54
"C58",-0.25592146566977,0.142952669377139,1,1.71428571428571,1.66666666666667,1.56666666666667,1.49019607843137,1.61428571428571,1.64356435643564,1.58503401360544,1.58984375,1,6,17,29,49,68,97,141,200,246,1235.55175186758,11351.9906476398,60.395,108.14,-0.826854873,"5","2",11,55
"C59",-0.0403180011357188,0.101918501194902,1,2.25,1.8,1.58823529411765,1.5,1.48275862068966,1.58823529411765,1.64788732394366,1.60773480662983,1,3,9,16,21,28,49,69,110,174,590.53140408732,8297.44542020627,4.36517,114.613,-0.98994234,"5","2",10,50
"C6",-0.271420750068432,0.183016503118038,1.33333333333333,1.57142857142857,1.625,1.55555555555556,1.48484848484848,1.47157190635451,1.45524296675192,1.4875,1.50630630630631,3,26,51,117,186,285,373,461,517,532,2079.5042845034,11368.4461201843,116.818,96.4862,-0.975542217,"5","3",12,58
"C61",-0.0921122750666132,0.0888205236171967,2,2.83333333333333,2.21428571428571,1.73529411764706,1.62820512820513,1.536,1.52571428571429,1.51960784313725,1.54711246200608,2,5,13,33,74,120,167,195,245,316,3251.4785351376,18969.5173447672,67.4714,112.129,-0.831091255,"5","3",22,58
"C61A",-0.44869453099817,0.107006269731438,NA,2,1.8,2.05882352941176,1.66666666666667,1.64705882352941,1.57364341085271,1.4973544973545,1.53745928338762,0,3,9,15,46,80,123,182,240,295,4534.26264022291,13595.228481586,79.4851,115.091,-0.819932127,"5","3",13,46
"C62",-0.301469785600082,0.0961551913830054,2,2.08333333333333,1.81578947368421,1.65217391304348,1.57142857142857,1.52348993288591,1.54210526315789,1.51528384279476,1.54302670623145,2,11,36,66,100,143,181,219,269,321,1943.35130928201,11015.9061999602,24.4665,110.39,-0.971804835,"5","3",26,58
"C63",-0.66220550824024,0.141069732686443,2.5,2.66666666666667,2.21428571428571,1.75,1.64285714285714,1.52892561983471,1.50967741935484,1.55102040816327,1.55921052631579,2,5,13,38,66,115,148,186,227,288,3916.77580853878,9639.09504588927,7.39016,110.027,-0.568992506,"5","3",10,55
"C7",-0.462395724713242,0.0934526421876522,1,1.65,1.58333333333333,1.49565217391304,1.49206349206349,1.48091603053435,1.4683908045977,1.47732696897375,1.50093808630394,5,18,55,108,180,249,331,400,481,511,1530.89070714772,9206.72799728147,98.3699,93.9524,-0.99732852,"5","3",12,56
"C8",-0.512951267389264,0.104134633698829,1,1.70588235294118,1.671875,1.51485148514851,1.43827160493827,1.44811320754717,1.47810218978102,1.48837209302326,1.47826086956522,1,31,60,96,155,203,260,328,402,463,1583.04399374011,7944.73973639481,46.2195,90.21,-0.999654578,"5","3",11,54
"C9",-0.403404485274249,0.0968581099422022,1.5,1.27272727272727,1.35,1.48275862068966,1.55,1.57692307692308,1.62352941176471,1.59322033898305,1.46363636363636,2,11,19,28,39,50,80,111,151,211,1951.88736792374,5279.62524050794,14.8305,88.1964,-0.478937018,"5","3",24,55
"C9A",-0.441865203761753,0.123107795097942,1,1.6,1.42105263157895,1.58974358974359,1.44262295081967,1.55434782608696,1.52482269503546,1.52551020408163,1.5031847133758,2,9,18,37,59,87,134,186,247,299,2914.78661293816,6034.19659179361,16.2825,93.1011,-0.579252719,"5","3",23,40
"CP1",-0.325888705564727,0.114208311844734,NA,2.42857142857143,2.30188679245283,2.27710843373494,2.34259259259259,2.44897959183673,2.45355191256831,2.4679802955665,2.50972762645914,0,30,48,77,101,136,169,187,206,234,7906.18561517494,13290.9747653916,151.102,83.4213,0.734141219,"4","3",19,52
"CP10",-0.130101641907746,0.236701316967523,NA,2.85714285714286,2.40909090909091,2.48571428571429,2.41791044776119,2.42592592592593,2.51515151515152,2.59615384615385,2.59459459459459,0,6,20,32,59,95,116,138,169,200,4487.57824247889,15310.8272149855,183.989,83.515,0.990482721,"4","3",13,45
"CP11",-0.360458240205265,0.115044965717657,2,1.71428571428571,2.06122448979592,2.24615384615385,2.40449438202247,2.35042735042735,2.48148148148148,2.55151515151515,2.62645914396887,1,14,46,60,80,105,119,146,181,230,4439.45978061855,14165.5524876201,241.761,89.1004,0.917057987,"4","3",18,59
"CP12",-0.3302840727737,0.0803884421488738,1.33333333333333,1.82608695652174,2.04651162790698,2.19178082191781,2.26136363636364,2.38333333333333,2.44202898550725,2.55555555555556,2.58139534883721,3,21,40,68,81,108,124,151,186,231,3030.19836084219,22053.4787985745,262.049,90.5661,0.916765438,"4","3",19,59
"CP13",-0.0757847533632281,0.19676961568803,2,1.89473684210526,1.86046511627907,2.11594202898551,2.28260869565217,2.39473684210526,2.51282051282051,2.52688172043011,2.57089552238806,1,17,41,64,86,104,139,165,195,240,3978.34668608755,24350.7903563449,271.332,92.3199,0.746464,"4","2",9,38
"CP14",-0.167801893327176,0.0888264899094884,3.5,2.8,2.03448275862069,2.17647058823529,2.18421052631579,2.34579439252336,2.48905109489051,2.53333333333333,2.6,1,8,26,46,70,98,122,158,190,246,4825.17569112626,19949.8877487467,306.178,94.9434,0.643544038,"4","2",11,34
"CP14A",-0.291795029780247,0.125794271350977,2,2.1875,2.21875,2.22222222222222,2.33333333333333,2.40336134453782,2.45454545454545,2.51366120218579,2.59040590405904,5,14,29,50,80,109,129,163,198,242,5631.09014943615,17104.6739806052,292.355,94.6371,0.907556997,"4","2",11,36
"CP15",-0.119974268253459,0.154727371795433,NA,3,2.58333333333333,2.31578947368421,2.296875,2.3469387755102,2.40869565217391,2.52631578947368,2.53281853281853,0,8,20,33,58,88,103,152,188,233,3259.14091468463,16142.202310947,310.681,93.1833,0.999079928,"4","2",10,42
"CP16",-0.294858003442341,0.150034249736786,5,3.5,2.5,2.39583333333333,2.37333333333333,2.31958762886598,2.44,2.48427672955975,2.596,0,3,22,42,67,88,111,141,178,223,3208.02250627428,14339.822706094,287.737,91.789,0.973643031,"4","3",10,52
"CP17",-0.0212137486573598,0.106382334806914,5,3.5,3.125,3.27777777777778,2.83333333333333,2.9622641509434,2.86666666666667,2.66355140186916,2.53968253968254,0,1,6,14,31,45,65,94,144,169,5343.86729369685,18275.3087920057,214.165,93.6368,0.698427777,"4","3",18,44
"CP18",-0.0855876335530808,0.182270921410532,5,3.2,3.18181818181818,2.82608695652174,2.58928571428571,2.44210526315789,2.57258064516129,2.53846153846154,2.55140186915888,0,4,9,19,48,85,108,137,162,193,4700.34466322418,15978.3444625689,231.005,89.3118,0.995117037,"4","3",9,58
"CP19",-0.591504075080267,0.111995268385044,NA,3.71428571428571,3.125,2.95833333333333,2.91428571428571,2.97777777777778,2.8,2.66981132075472,2.52820512820513,0,4,13,20,29,38,57,92,143,175,2702.43918091105,10841.3007444174,212.519,95.9532,0.778297946,"4","2",15,55
"CP2",-0.235202587258968,0.12399594057257,4.5,3.22222222222222,2.53488372093023,2.63333333333333,2.57777777777778,2.50793650793651,2.4125,2.4,2.4176245210728,1,8,40,54,83,116,150,187,221,241,5315.2239191113,13006.2035484946,68.339,77.2489,0.990413267,"4","3",19,45
"CP20",-0.184189160835971,0.104570384497369,4,3.27272727272727,3,2.92307692307692,2.83783783783784,2.74509803921569,2.72,2.69026548672566,2.44186046511628,1,8,16,22,32,44,66,98,140,195,1981.29915655707,13743.8086818245,222.469,96.8273,0.527178279,"4","2",22,49
"CP21",-0.148129174256223,0.12137290627484,NA,4,3,3.21428571428571,3.14705882352941,2.53846153846154,2.48214285714286,2.45398773006135,2.52573529411765,0,2,8,11,27,57,97,145,195,246,8944.47478632629,17388.4807231368,335.112,97.2249,0.875354851,"4","2",22,54
"CP22",-0.374343326307843,0.108654595166734,2,2.375,2.33333333333333,2.44444444444444,2.58620689655172,2.64935064935065,2.55555555555556,2.49242424242424,2.53886010362694,1,7,17,34,52,68,96,119,147,173,4527.79493085528,18143.1634734695,211.327,107.726,0.963270441,"4","2",20,56
"CP23",-0.104427736006689,0.13129374116939,3,2.54545454545455,2.73684210526316,2.64285714285714,2.62,2.66176470588235,2.72413793103448,2.58974358974359,2.47422680412371,1,10,17,25,44,61,75,103,127,174,3106.49021470547,10033.2422936794,196.11,104.269,0.870510352,"4","1",10,49
"CP24",-0.142486986157478,0.0981238530133362,NA,3.5,3.33333333333333,3.125,2.91666666666667,2.84905660377358,2.68235294117647,2.4765625,2.46666666666667,0,5,9,20,30,46,75,114,161,215,5324.07544467971,13247.1528635784,257.419,96.0254,-0.905391031,"4","2",24,55
"CP25",-0.262378580836353,0.100288370560009,2,2.81818181818182,3.11111111111111,2.96,2.76470588235294,2.72340425531915,2.78571428571429,2.66037735849057,2.50793650793651,1,10,14,21,30,41,60,95,123,168,1901.72422262281,8670.64185504994,200.509,97.6029,0.763367777,"4","2",21,58
"CP26",-0.111387518764745,0.138121543339474,4,3.4,2.41666666666667,2.66666666666667,2.84848484848485,2.72549019607843,2.79411764705882,2.78823529411765,2.62820512820513,1,4,11,13,29,46,58,74,98,138,1356.27832101751,12160.370112402,162.417,99.0192,0.990023658,"4","2",13,51
"CP27",-0.130873473241154,0.0964851267126528,4,2.71428571428571,2.41666666666667,2.75,2.85294117647059,2.73333333333333,2.76811594202899,2.67045454545455,2.6687898089172,1,6,11,21,30,41,60,78,99,137,2165.27973530849,11142.9574321834,164.396,99.9856,0.946486026,"4","2",12,54
"CP28",-0.227085053674647,0.0923699556968609,3.5,2.66666666666667,2.46153846153846,2.90909090909091,2.90909090909091,2.8695652173913,2.91379310344828,2.86111111111111,2.74311926605505,2,6,13,18,28,40,50,63,81,98,28339.6107149525,34042.6639963567,143.747,90.9464,0.802876786,"4","3",22,55
"CP29",-0.278663869564547,0.0909837336234513,NA,2.33333333333333,2.375,2.29411764705882,2.48,2.59459459459459,2.67272727272727,2.72857142857143,2.77310924369748,0,3,8,17,24,35,48,61,84,103,5425.8198403311,18594.7089295723,97.2993,101.326,0.989221663,"4","2",23,55
"CP3",-0.175256484847088,0.0581695631582642,2.8,2.875,2.68181818181818,2.62962962962963,2.55263157894737,2.5,2.46762589928058,2.39772727272727,2.44979919678715,5,15,38,48,69,101,130,165,188,230,4340.80204012222,16539.0616883591,57.7538,77.2223,0.993334556,"4","3",22,59
"CP30",-0.204005100562222,0.120019043342804,NA,2.5,2.33333333333333,2.25,2.72,2.45714285714286,2.53191489361702,2.6031746031746,2.53636363636364,0,6,9,16,22,32,43,56,79,99,7014.22871775285,16429.9190753015,48.1217,103.444,0.684072397,"4","2",23,58
"CP31",-0.187466725970254,0.0707062716193969,NA,2.33333333333333,2.46153846153846,2.28571428571429,2.45161290322581,2.63636363636364,2.73076923076923,2.51898734177215,2.66942148760331,0,3,13,21,30,39,45,71,91,106,3573.55730334111,17128.8115279283,100.775,103.204,0.936979276,"4","2",22,54
"CP32",-0.0414230019493176,0.110004935912362,NA,2,2.3,2.64705882352941,2.74193548387097,2.64583333333333,2.78461538461538,2.79268292682927,2.67407407407407,0,3,9,16,28,44,56,71,91,119,2974.26159369736,19389.1327445239,142.454,99.5435,0.962490286,"4","2",13,45
"CP33",-0.216687884574582,0.0940298517200921,3,2.25,2.57142857142857,2.45,2.51851851851852,2.51515151515152,2.53409090909091,2.50434782608696,2.55357142857143,2,8,19,36,49,59,78,103,130,149,9004.25891959853,17998.3434271154,147.541,110.027,0.87898029,"4","2",27,58
"CP34",-0.193508805919203,0.0826317262033502,2,2.75,2.6,2.46666666666667,2.61904761904762,2.48387096774194,2.48837209302326,2.40625,2.44117647058824,2,3,4,14,18,28,40,59,74,93,3164.35001664842,9096.99073405436,7.33869,105.605,0.843343616,"4","2",22,59
"CP35",-0.140360214093959,0.0752517256520965,NA,2,2.57142857142857,2.55,2.6,2.42222222222222,2.41379310344828,2.37974683544304,2.41025641025641,0,3,6,17,22,40,53,73,88,105,6661.44101222092,14912.1871984125,52.4041,108.846,0.916159977,"4","2",32,58
"CP36",-0.249231678487001,0.106599660101766,NA,2,2.83333333333333,2.5,2.52173913043478,2.36842105263158,2.41509433962264,2.31746031746032,2.37373737373737,0,4,5,9,20,34,48,58,74,91,5436.63611050462,22003.308055898,46.2092,109.949,0.968123601,"4","2",18,57
"CP37",-0.139726634948793,0.10809298176761,2,2.66666666666667,2.4,2.35714285714286,2.16,2.35897435897436,2.36734693877551,2.4375,2.34313725490196,2,3,5,13,24,35,44,57,73,93,11460.0587117895,21105.8160532303,74.2103,111.645,0.79799749,"4","1",22,57
"CP38",-0.232850000000011,0.12471318902804,2,2.81818181818182,2.57142857142857,2.59259259259259,2.67741935483871,2.67741935483871,2.52631578947368,2.54347826086957,2.4375,1,10,19,25,28,28,35,42,51,60,6547.60537748598,8550.67924448441,15.1233,105.927,0.377436764,"3","1",21,47
"CP38A",-0.365105008077558,0.262483821679815,1.66666666666667,2.92307692307692,2.65,2.56,2.6,2.55882352941176,2.55555555555556,2.525,2.46296296296296,3,11,18,23,27,31,33,37,42,50,2326.43296008511,6950.8493633646,6.43225,107.355,0.175464667,"3","1",8,24
"CP39",-0.411310693236037,0.0794821987397426,3,3.4,3.09090909090909,2.66666666666667,2.76315789473684,2.48,2.5,2.41379310344828,2.36231884057971,2,5,10,19,34,46,50,54,59,65,5163.20834011748,14715.4644987721,20.4971,100.653,0.410489689,"3","2",27,43
"CP4",-0.203123138861756,0.123700044471688,NA,2.42857142857143,2.73684210526316,2.56521739130435,2.58333333333333,2.575,2.49514563106796,2.51492537313433,2.51941747572816,0,7,19,41,54,72,95,123,155,189,4945.61782755051,11870.9770767064,50.3717,77.019,0.994704611,"4","3",21,55
"CP40",-0.503612434585644,0.118028643254511,3.5,2.42857142857143,2.35294117647059,2.37931034482759,2.26470588235294,2.33333333333333,2.40816326530612,2.41379310344828,2.35820895522388,1,6,16,27,32,40,46,54,60,63,20126.4887161097,34241.8181898938,61.6086,91.7346,0.326889679,"3","3",17,45
"CP40A",-0.177245651655945,0.136796675657594,1,1.71428571428571,2,2,2.14285714285714,2.22222222222222,2.26190476190476,2.38,2.42622950819672,2,7,14,20,26,34,40,47,53,57,19621.7059137189,33457.8401918415,15.551,88.6289,0.168778396,"3","3",22,47
"CP41",-0.320258500055131,0.0885845580060923,5,2.4,2.38461538461538,2.76,2.56756756756757,2.58695652173913,2.45454545454545,2.38333333333333,2.36923076923077,0,4,12,22,33,42,51,56,58,61,3780.74838745221,26343.4698181713,83.7591,98.8621,-0.140586744,"3","2",29,52
"CP42",-0.366481223922118,0.203943617100606,1,1.8,2.25,2.33333333333333,2.53846153846154,2.54054054054054,2.52083333333333,2.45614035087719,2.390625,1,5,7,11,23,33,44,53,56,60,4505.10934696021,12817.3649332549,21.4149,95.9017,-0.105441433,"3","3",8,45
"CP42A",-0.185220195729535,0.250214043397067,2,2.33333333333333,2.30769230769231,2.23529411764706,2.29032258064516,2.41860465116279,2.44,2.46551724137931,2.37878787878788,1,6,11,15,29,40,46,54,60,62,3314.19523755834,18542.483349349,35.6086,93.7656,-0.249535041,"3","3",15,29
"CP43",-0.296223786302822,0.0719055161541374,2.5,2.75,2.6,2.7037037037037,2.64705882352941,2.56756756756757,2.54545454545455,2.52083333333333,2.41379310344828,2,10,13,24,31,34,40,44,49,54,5156.79730089428,17344.4899167368,28.7455,103.841,0.040696817,"3","2",36,56
"CP5",-0.0438328938565073,0.112983301422085,2,2,2.26315789473684,2.66666666666667,2.62121212121212,2.52173913043478,2.52991452991453,2.43448275862069,2.57487922705314,2,6,19,43,60,84,106,133,156,186,4111.55238570808,14461.0191762097,93.1683,79.1201,0.74839687,"4","3",21,55
"CP5A",-0.166203586764334,0.167097404930045,1.66666666666667,2.45,2.76315789473684,2.56140350877193,2.5,2.4811320754717,2.42635658914729,2.44375,2.51709401709402,3,20,33,51,73,98,121,148,176,214,1618.25873535906,11979.4253832402,76.4974,78.7113,-0.965826376,"4","3",15,51
"CP5B",-0.32130615190331,0.14572237839039,NA,2.56,2.52173913043478,2.51470588235294,2.41935483870968,2.36440677966102,2.42657342657343,2.5207100591716,2.53086419753086,0,21,42,62,86,109,133,155,189,222,3984.56465951726,12232.8183856392,111.39,80.7631,0.967990131,"4","3",14,44
"CP6",-0.0929550874403782,0.0940454943477415,NA,4,2.42857142857143,2.72222222222222,2.7741935483871,2.76666666666667,2.7,2.64035087719298,2.50299401197605,0,1,7,17,30,53,79,101,130,153,5712.39396474697,14898.3286212271,52.3005,76.4745,0.261651855,"4","3",29,59
"CP7",-0.273555898012694,0.0911472415008738,2,2,3.42857142857143,3.33333333333333,2.96666666666667,2.90243902439024,2.77027027027027,2.71428571428571,2.54666666666667,2,2,6,10,25,36,66,88,115,136,12742.3444185909,19202.5786823012,41.1062,76.4642,-0.707082098,"4","3",24,58
"CP8",-0.264610076614744,0.0976044375670697,2,3.2,3.08333333333333,2.60869565217391,2.70212765957447,2.68235294117647,2.53543307086614,2.56291390728477,2.56185567010309,1,4,9,20,42,73,112,135,153,173,7428.16532571428,24154.1186905796,152.928,80.0348,0.997562272,"4","3",22,48
"CP9",-0.096777107938959,0.111056815788139,2,3,3.4,2.68,2.64285714285714,2.60227272727273,2.568,2.54140127388535,2.57004830917874,1,5,7,22,36,77,109,139,154,187,3049.52284795698,17950.1645935237,183.764,84.2943,0.991247827,"4","3",21,59
"EX1",-0.00489912820642805,0.132482274564893,1.5,2,2.625,2.45,2.6,2.57142857142857,2.50246305418719,2.54716981132075,2.5,4,14,28,53,88,133,185,240,288,355,10507.7843609396,25701.8001140888,273.979,159.857,0.776266507,"5","1",12,47
"EX10",-0.289243498817966,0.0850121435732612,2.66666666666667,3.36,3.21951219512195,3.04477611940298,2.97297297297297,2.87741935483871,2.81122448979592,2.83730158730159,2.79710144927536,3,20,33,54,92,131,167,214,252,300,16976.0677562582,32065.5595380698,196.505,108.286,0.630526806,"2","3",23,58
"EX10A",-0.105028049033872,0.117315381945073,3,2.94736842105263,2.63934426229508,2.57851239669421,2.65,2.68341708542714,2.73390557939914,2.73062730627306,2.76302083333333,4,15,52,104,139,171,199,234,289,339,6646.67296379525,15300.7344682458,282.085,109.878,0.072872657,"5","3",12,52
"EX11",-0.0822701852499127,0.109386022267662,2,3.13333333333333,3.15384615384615,3.02702702702703,2.92380952380952,2.84615384615385,2.74358974358974,2.71138211382114,2.8,1,12,31,60,86,118,166,212,244,280,9588.04818167537,30596.2081535182,186.508,102.376,0.289081922,"2","3",24,57
"EX12",-0.299022647173997,0.101166438950256,3,2.27272727272727,2.66666666666667,2.76363636363636,2.77922077922078,2.81081081081081,2.77922077922078,2.73979591836735,2.76610169491525,1,11,28,46,65,90,131,169,217,257,6256.79867297597,29607.2715418683,165.052,95.8524,0.779611298,"2","3",21,48
"EX12A",-0.427254420741301,0.115881917457061,3.83333333333333,2.91666666666667,2.68085106382979,2.55405405405405,2.63636363636364,2.63414634146341,2.63302752293578,2.69288389513109,2.75975975975976,4,18,37,62,93,141,190,234,262,291,6101.50207956601,20898.5653648309,238.47,102.183,0.718320605,"2","3",21,50
"EX13",-0.300001162885352,0.075798729739964,1,1.81818181818182,2.15384615384615,2.325,2.57377049180328,2.8,2.78740157480315,2.73456790123457,2.63768115942029,2,10,24,37,54,75,110,141,190,244,12280.5380477346,34804.9670674264,139.44,89.1056,0.89562638,"2","3",25,56
