Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
O,L809610,BLUTI,4,M,09/05/2014 15:05,WYT,MP83,89,86,,,,NDM,,,,,,,,,,,
P,Y836247,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,6.8,RR,,,,,,,,,,7,7
P,Y836248,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,8,RR,,,,,,,,,,7,7
N,Y836249,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,9.3,RR,,,,,,,,,,7,7
N,Y836250,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,9.4,RR,,,,,,,,,,7,7
N,Y836251,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,8.9,RR,,,,,,,,,,7,7
N,Y836252,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,9.8,RR,,,,,,,,,,7,7
N,Y836253,BLUTI,1,,18/05/2014 10:15,WYT,MP83,,,,,7.9,RR,,,,,,,,,,7,7
N,Z031408,BLUTI,5,M,14/05/2014 12:59,WYT,MP9,,,,63,10.1,NDM,,,,,M,18.9,,,,,
N,Z031409,BLUTI,5,F,14/05/2014 13:30,WYT,MP9,,,,63,11.4,NDM,,,,,M,19.8,,,,,
N,Y836274,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.3,RR,,,,,,,,,,7,7
N,Y836275,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.5,RR,,,,,,,,,,7,7
N,Y836276,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.4,RR,,,,,,,,,,7,7
N,Y836277,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.7,RR,,,,,,,,,,7,7
N,Y836278,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.6,RR,,,,,,,,,,7,7
N,Y836279,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,9.9,RR,,,,,,,,,,7,7
N,Y836280,BLUTI,1,,18/05/2014 12:49,WYT,MP9,,,,,11.9,RR,,,,,,,,,,7,7
N,D472045,BLUTI,6,M,22/05/2014 07:44,WYT,MP97,,,,65,10.7,EGS,,,,,M,20.4,,,,,
N,D472046,BLUTI,6,F,22/05/2014 07:54,WYT,MP97,,,,62,10.5,EGS,,,,,M,18.9,,,,,
N,D472153,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,9.9,EGS,,,,,,,,,,9,9
P,D472154,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,11.3,EGS,,,,,,,,,,9,9
N,D472155,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,10.8,EGS,,,,,,,,,,9,9
N,D472156,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,9.5,EGS,,,,,,,,,,9,9
N,D472157,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,10.5,EGS,,,,,,,,,,9,9
P,D472158,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,10.1,EGS,,,,,,,,,,9,9
P,D472159,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,9.7,EGS,,,,,,,,,,9,9
N,D472160,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,10.8,EGS,,,,,,,,,,9,9
P,D472161,BLUTI,1,,26/05/2014 14:10,WYT,MP97,,,,,7.4,EGS,,,,,,,,,,9,9
O,L315121,BLUTI,6,M,17/05/2014 12:00,WYT,O100,89,86,,,,KMM,,,,,,,,,,,
O,Y163359,BLUTI,6,F,17/05/2014 12:00,WYT,O100,89,86,,,,KMM,,,,,,,,,,,
N,Z100412,BLUTI,1,,02/06/2014 08:00,WYT,O101,,,,,9,AC,,,,,,,,,,1,1
N,Z100126,BLUTI,5,M,30/05/2014 10:09,WYT,O101,,,,64,9.7,KMM,,,,,M,18.9,,,,,
N,Z100127,BLUTI,5,F,30/05/2014 11:00,WYT,O101,,,,62,10.1,KMM,,,,,M,18.2,,,,,
R,Y839875,BLUTI,5,F,20/05/2014 05:10,WYT,O103,,,,62,10.9,KMM,,,,,M,19.2,,,,,
N,Z031712,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,9.3,KMM,,,,,,,,,,10,10
N,Z031713,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,9.1,KMM,,,,,,,,,,10,10
N,Z031714,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.1,KMM,,,,,,,,,,10,10
N,Z031715,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.3,KMM,,,,,,,,,,10,10
N,Z031716,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.1,KMM,,,,,,,,,,10,10
N,Z031717,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.5,KMM,,,,,,,,,,10,10
N,Z031718,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.9,KMM,,,,,,,,,,10,10
N,Z031719,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.3,KMM,,,,,,,,,,10,10
N,Z031720,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,10.4,KMM,,,,,,,,,,10,10
N,Z031721,BLUTI,1,,24/05/2014 06:40,WYT,O103,,,,,9.6,KMM,,,,,,,,,,10,10
O,Y839875,BLUTI,5,F,15/05/2014 09:59,WYT,O103,89,86,,,,KMM,,,,,,,,,,,
O,Y839289,BLUTI,5,M,15/05/2014 09:59,WYT,O103,89,86,,,,KMM,,,,,,,,,,,
R,Y838785,BLUTI,5,F,21/05/2014 12:59,WYT,O104,,,,,,KMM,,,,,,,,,,,
N,Z100101,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,12.1,KMM,,,,,,,,,,7,7
N,Z100102,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,11.9,KMM,,,,,,,,,,7,7
N,Z100103,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,10.8,KMM,,,,,,,,,,7,7
N,Z100104,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,11.3,KMM,,,,,,,,,,7,7
N,Z100105,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,12.5,KMM,,,,,,,,,,7,7
N,Z100106,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,10.8,KMM,,,,,,,,,,7,7
N,Z100107,BLUTI,1,,26/05/2014 11:00,WYT,O114,,,,,12,KMM,,,,,,,,,,7,7
O,D471672,BLUTI,5,M,13/05/2014 12:30,WYT,O115,89,86,,,,KMM,,,,,,,,,,,
O,D471162,BLUTI,5,F,13/05/2014 12:30,WYT,O115,89,86,,,,KMM,,,,,,,,,,,
N,Z031702,BLUTI,5,M,22/05/2014 11:00,WYT,O117,,,,63,10.5,KMM,,,,,M,19.2,,,,,
N,Z031794,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,10.9,KMM,,,,,,,,,,7,7
N,Z031795,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,11.5,KMM,,,,,,,,,,7,7
N,Z031796,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,10.5,KMM,,,,,,,,,,7,7
N,Z031797,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,9.8,KMM,,,,,,,,,,7,7
P,Z031798,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,10.3,KMM,,,,,,,,,,7,7
N,Z031799,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,10.9,KMM,,,,,,,,,,7,7
N,Z031800,BLUTI,1,,26/05/2014 10:30,WYT,O117,,,,,10.4,KMM,,,,,,,,,,7,7
O,L311220,BLUTI,6,F,17/05/2014 11:29,WYT,O117,89,86,,,,KMM,,,,,,,,,,,
R,Y838219,BLUTI,6,F,20/05/2014 14:00,WYT,O13,,,,60.5,10.6,AC,,,,,M,16.1,,,,,
N,Z032575,BLUTI,5,M,21/05/2014 09:59,WYT,O13,,,,61.5,9.6,AC,,,,,M,16.9,,,,,
N,Z032791,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,11,AC,,,,,,,,,,8,8
N,Z032792,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,10.8,AC,,,,,,,,,,8,8
N,Z032793,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,10.8,AC,,,,,,,,,,8,8
N,Z032794,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,10.5,AC,,,,,,,,,,8,8
P,Z032795,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,11.2,AC,,,,,,,,,,8,8
N,Z032796,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,10.7,AC,,,,,,,,,,8,8
N,Z032797,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,10.5,AC,,,,,,,,,,8,8
N,Z032798,BLUTI,1,,24/05/2014 15:00,WYT,O13,,,,,11.3,AC,,,,,,,,,,8,8
N,Z100430,BLUTI,1,,11/06/2014 15:00,WYT,O14,,,,,9,AC,,,,,,,,,,4,4
N,Z100431,BLUTI,1,,11/06/2014 15:00,WYT,O14,,,,,8.8,AC,,,,,,,,,,4,4
N,Z100432,BLUTI,1,,11/06/2014 15:00,WYT,O14,,,,,7.8,AC,,,,,,,,,,4,4
N,Z100433,BLUTI,1,,11/06/2014 15:00,WYT,O14,,,,,9.2,AC,,,,,,,,,,4,4
N,Z100351,BLUTI,5,F,27/05/2014 12:59,WYT,O15,,,,60,10.4,AC,,,,,M,16.7,,,,,
P,Z100366,BLUTI,1,,31/05/2014 09:59,WYT,O15,,,,,9.6,AC,,,,,,,,,,4,4
P,Z100367,BLUTI,1,,31/05/2014 09:59,WYT,O15,,,,,9.4,AC,,,,,,,,,,4,4
P,Z100368,BLUTI,1,,31/05/2014 09:59,WYT,O15,,,,,9.4,AC,,,,,,,,,,4,4
P,Z100369,BLUTI,1,,31/05/2014 09:59,WYT,O15,,,,,9.7,AC,,,,,,,,,,4,4
O,Y164679,BLUTI,4,M,23/05/2014 09:59,WYT,O15,89,86,,,,AC,,,,,,,,,,,
R,Y839249,BLUTI,5,M,21/05/2014 09:00,WYT,O20,,,,61.5,9.8,AC,,,,,M,17.3,,,,,
N,Z032574,BLUTI,5,F,21/05/2014 09:59,WYT,O20,,,,63,10.4,AC,,,,,M,16.8,,,,,
N,Z100320,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,10.8,AC,,,,,,,,,,7,7
N,Z100321,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,10.9,AC,,,,,,,,,,7,7
N,Z100322,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,11.2,AC,,,,,,,,,,7,7
P,Z100323,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,10.3,AC,,,,,,,,,,7,7
N,Z100324,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,11.4,AC,,,,,,,,,,7,7
N,Z100325,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,9.9,AC,,,,,,,,,,7,7
N,Z100326,BLUTI,1,,25/05/2014 09:00,WYT,O20,,,,,10.3,AC,,,,,,,,,,7,7
R,Y837572,BLUTI,6,M,19/05/2014 09:59,WYT,O202,,,,65,10.3,AC,,,,,M,17.6,,,,,
R,D471005,BLUTI,4,F,19/05/2014 11:00,WYT,O202,,,,63,10.8,AC,,,,,M,16.9,,,,,
N,Z032599,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11.5,AC,,,,,,,,,,10,10
N,Z032600,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11.1,AC,,,,,,,,,,10,10
P,Z032701,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11,AC,,,,,,,,,,10,10
N,Z032702,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11,AC,,,,,,,,,,10,10
N,Z032703,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11,AC,,,,,,,,,,10,10
N,Z032704,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,10.1,AC,,,,,,,,,,10,10
N,Z032705,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11,AC,,,,,,,,,,10,10
N,Z032706,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11.2,AC,,,,,,,,,,10,10
P,Z032707,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11.5,AC,,,,,,,,,,10,10
P,Z032708,BLUTI,1,,22/05/2014 09:59,WYT,O202,,,,,11.6,AC,,,,,,,,,,10,10
N,Z032512,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.2,AC,,,,,,,,,,10,10
N,Z032513,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.8,AC,,,,,,,,,,10,10
N,Z032514,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,12.5,AC,,,,,,,,,,10,10
N,Z032515,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,12,AC,,,,,,,,,,10,10
N,Z032516,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.5,AC,,,,,,,,,,10,10
N,Z032517,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,12,AC,,,,,,,,,,10,10
N,Z032518,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.7,AC,,,,,,,,,,10,10
N,Z032519,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.7,AC,,,,,,,,,,10,10
N,Z032520,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,12.7,AC,,,,,,,,,,10,10
N,Z032521,BLUTI,1,,16/05/2014 09:59,WYT,O204,,,,,11.5,AC,,,,,,,,,,10,10
O,L808720,BLUTI,4,M,08/05/2014 08:00,WYT,O204,89,86,,,,AC,,,,,,,,,,,
O,Y839590,BLUTI,4,F,08/05/2014 08:00,WYT,O204,89,86,,,,AC,,,,,,,,,,,
N,Z100364,BLUTI,6,F,30/05/2014 09:00,WYT,O207,,,,63,9.9,AC,,,,,M,17.1,,,,,
N,Z100365,BLUTI,5,M,30/05/2014 09:00,WYT,O207,,,,63.5,9.8,AC,,,,,M,17.7,,,,,
N,Z100413,BLUTI,1,,03/06/2014 12:59,WYT,O207,,,,,9.6,AC,,,,,,,,,,5,5
N,Z100414,BLUTI,1,,03/06/2014 12:59,WYT,O207,,,,,9,AC,,,,,,,,,,5,5
N,Z100415,BLUTI,1,,03/06/2014 12:59,WYT,O207,,,,,9.7,AC,,,,,,,,,,5,5
N,Z100416,BLUTI,1,,03/06/2014 12:59,WYT,O207,,,,,9.4,AC,,,,,,,,,,5,5
N,Z100417,BLUTI,1,,03/06/2014 12:59,WYT,O207,,,,,9,AC,,,,,,,,,,5,5
N,Z032709,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,10.7,AC,,,,,,,,,,11,11
N,Z032710,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.7,AC,,,,,,,,,,11,11
N,Z032711,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,10.4,AC,,,,,,,,,,11,11
N,Z032712,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.6,AC,,,,,,,,,,11,11
N,Z032713,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.6,AC,,,,,,,,,,11,11
N,Z032714,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.9,AC,,,,,,,,,,11,11
N,Z032715,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.6,AC,,,,,,,,,,11,11
N,Z032716,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.5,AC,,,,,,,,,,11,11
N,Z032717,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,11.3,AC,,,,,,,,,,11,11
N,Z032718,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,10.8,AC,,,,,,,,,,11,11
N,Z032719,BLUTI,1,,22/05/2014 11:00,WYT,O209,,,,,10.4,AC,,,,,,,,,,11,11
O,D471118,BLUTI,4,F,14/05/2014 09:00,WYT,O209,89,86,,,,AC,,,,,,,,,,,
O,Y838258,BLUTI,4,M,14/05/2014 09:00,WYT,O209,89,86,,,,AC,,,,,,,,,,,
N,Z032538,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.8,AC,,,,,,,,,,8,8
N,Z032539,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.8,AC,,,,,,,,,,8,8
N,Z032540,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.3,AC,,,,,,,,,,8,8
N,Z032541,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.8,AC,,,,,,,,,,8,8
N,Z032542,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,11.2,AC,,,,,,,,,,8,8
N,Z032543,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.4,AC,,,,,,,,,,8,8
N,Z032544,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.2,AC,,,,,,,,,,8,8
N,Z032545,BLUTI,1,,19/05/2014 09:59,WYT,O211,,,,,10.8,AC,,,,,,,,,,8,8
R,Y162983,BLUTI,4,M,15/05/2014 08:00,WYT,O211,,,,,10.6,AC,,,,,M,19.3,,,,,
N,Z032510,BLUTI,5,F,15/05/2014 08:00,WYT,O211,,,,,10,AC,,,,,M,18.2,,,,,
N,Z100327,BLUTI,5,M,25/05/2014 09:59,WYT,O213,,,,62,10.3,AC,,,,,M,17.1,,,,,
P,Z100398,BLUTI,1,,29/05/2014 12:00,WYT,O213,,,,,9.6,AC,,,,,,,,,,2,2
P,Z100397,BLUTI,1,,29/05/2014 12:00,WYT,O213,,,,,9.4,AC,,,,,,,,,,2,2
R,X663923,BLUTI,6,M,21/05/2014 08:00,WYT,O215,,,,64,10.3,AC,,,,,M,17.7,,,,,
R,Y162934,BLUTI,5,F,22/05/2014 09:59,WYT,O215,,,,,9.9,AC,,,,,M,16.6,,,,,
R,D472781,BLUTI,5,M,21/05/2014 09:00,WYT,O218,,,,62.5,10.6,AC,,,,,M,18.5,,,,,
N,Z032573,BLUTI,5,F,21/05/2014 09:00,WYT,O218,,,,62,10.2,AC,,,,,M,16.7,,,,,
N,Z100328,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.7,AC,,,,,,,,,,11,11
N,Z100329,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.9,AC,,,,,,,,,,11,11
N,Z100330,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.1,AC,,,,,,,,,,11,11
N,Z100331,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.7,AC,,,,,,,,,,11,11
N,Z100332,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.5,AC,,,,,,,,,,11,11
N,Z100333,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10,AC,,,,,,,,,,11,11
N,Z100334,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,9.8,AC,,,,,,,,,,11,11
N,Z100335,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.7,AC,,,,,,,,,,11,11
N,Z100336,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.5,AC,,,,,,,,,,11,11
N,Z100337,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.3,AC,,,,,,,,,,11,11
N,Z100338,BLUTI,1,,25/05/2014 11:00,WYT,O218,,,,,10.7,AC,,,,,,,,,,11,11
N,Z032522,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,12,AC,,,,,,,,,,12,12
N,Z032523,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.6,AC,,,,,,,,,,12,12
N,Z032524,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.3,AC,,,,,,,,,,12,12
N,Z032525,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.8,AC,,,,,,,,,,12,12
N,Z032526,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.9,AC,,,,,,,,,,12,12
N,Z032527,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,10.9,AC,,,,,,,,,,12,12
N,Z032528,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,12.1,AC,,,,,,,,,,12,12
N,Z032529,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.3,AC,,,,,,,,,,12,12
N,Z032530,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,10.7,AC,,,,,,,,,,12,12
N,Z032531,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,12.3,AC,,,,,,,,,,12,12
N,Z032532,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11,AC,,,,,,,,,,12,12
N,Z032533,BLUTI,1,,17/05/2014 11:00,WYT,O219,,,,,11.9,AC,,,,,,,,,,12,12
R,D471407,BLUTI,5,F,13/05/2014 08:00,WYT,O219,,,,,10.1,AC,,,,,M,18.6,,,,,
R,Y160204,BLUTI,6,M,13/05/2014 09:00,WYT,O219,,,,,10.3,AC,,,,,M,19.2,,,,,
R,D472783,BLUTI,5,F,09/06/2014 09:00,WYT,O221,,,,63,9.8,AC,,,,,M,17.2,,,,,
R,D472784,BLUTI,5,F,29/05/2014 12:00,WYT,O224,,,,62.5,,AC,,,,,M,16.9,,,,,
N,Z100373,BLUTI,1,,01/06/2014 09:59,WYT,O224,,,,,11.2,AC,,,,,,,,,,4,4
N,Z100374,BLUTI,1,,01/06/2014 09:59,WYT,O224,,,,,11,AC,,,,,,,,,,4,4
N,Z100375,BLUTI,1,,01/06/2014 09:59,WYT,O224,,,,,10.7,AC,,,,,,,,,,4,4
N,Z100376,BLUTI,1,,01/06/2014 09:59,WYT,O224,,,,,11,AC,,,,,,,,,,4,4
O,D472980,BLUTI,4,M,25/05/2014 09:59,WYT,O224,89,86,,,,AC,,,,,,,,,,,
N,Z032553,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.5,AC,,,,,,,,,,10,10
N,Z032554,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.3,AC,,,,,,,,,,10,10
N,Z032555,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.9,AC,,,,,,,,,,10,10
N,Z032556,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.8,AC,,,,,,,,,,10,10
N,Z032557,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.3,AC,,,,,,,,,,10,10
N,Z032558,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.9,AC,,,,,,,,,,10,10
N,Z032559,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.7,AC,,,,,,,,,,10,10
N,Z032560,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.7,AC,,,,,,,,,,10,10
N,Z032561,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.4,AC,,,,,,,,,,10,10
N,Z032562,BLUTI,1,,20/05/2014 09:59,WYT,O225,,,,,10.6,AC,,,,,,,,,,10,10
R,Y163090,BLUTI,5,F,16/05/2014 11:00,WYT,O225,,,,61,10.1,AC,,,,,M,18.7,,,,,
O,Y162933,BLUTI,4,M,13/05/2014 09:00,WYT,O225,89,86,,,,AC,,,,,,,,,,,
N,Z032546,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10.8,AC,,,,,,,,,,7,7
N,Z032547,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10.6,AC,,,,,,,,,,7,7
N,Z032548,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10.7,AC,,,,,,,,,,7,7
N,Z032549,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10.7,AC,,,,,,,,,,7,7
N,Z032550,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10,AC,,,,,,,,,,7,7
N,Z032551,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,11,AC,,,,,,,,,,7,7
N,Z032552,BLUTI,1,,20/05/2014 09:00,WYT,O227,,,,,10.5,AC,,,,,,,,,,7,7
O,Y837331,BLUTI,4,F,13/05/2014 09:00,WYT,O227,89,86,,,,AC,,,,,,,,,,,
O,Y161290,BLUTI,4,M,13/05/2014 09:00,WYT,O227,89,86,,,,AC,,,,,,,,,,,
R,Y163094,BLUTI,5,F,20/05/2014 06:30,WYT,O234,,,,62,10.9,KMM,,,,,M,19.2,,,,,
R,Y838512,BLUTI,5,M,20/05/2014 06:40,WYT,O234,,,,63,9.6,KMM,,,,,M,19.5,,,,,
N,Z031722,BLUTI,1,,24/05/2014 09:49,WYT,O234,,,,,10.5,KMM,,,,,,,,,,5,5
N,Z031723,BLUTI,1,,24/05/2014 09:49,WYT,O234,,,,,9.7,KMM,,,,,,,,,,5,5
N,Z031724,BLUTI,1,,24/05/2014 09:49,WYT,O234,,,,,9.8,KMM,,,,,,,,,,5,5
N,Z031725,BLUTI,1,,24/05/2014 09:49,WYT,O234,,,,,10,KMM,,,,,,,,,,5,5
N,Z031726,BLUTI,1,,24/05/2014 09:49,WYT,O234,,,,,10.2,KMM,,,,,,,,,,5,5
N,Z032578,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,10.9,AC,,,,,,,,,,9,9
N,Z032579,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,9.6,AC,,,,,,,,,,9,9
N,Z032580,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,9.8,AC,,,,,,,,,,9,9
N,Z032581,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,10.3,AC,,,,,,,,,,9,9
N,Z032582,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,10.9,AC,,,,,,,,,,9,9
N,Z032583,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,9.3,AC,,,,,,,,,,9,9
N,Z032584,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,11,AC,,,,,,,,,,9,9
N,Z032585,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,10.3,AC,,,,,,,,,,9,9
N,Z032586,BLUTI,1,,22/05/2014 08:00,WYT,O235,,,,,10.7,AC,,,,,,,,,,9,9
O,L312363,BLUTI,4,M,17/05/2014 08:00,WYT,O235,89,86,,,,AC,,,,,,,,,,,
O,Y162931,BLUTI,4,F,17/05/2014 08:00,WYT,O235,89,86,,,,AC,,,,,,,,,,,
P,Z100352,BLUTI,1,,28/05/2014 14:00,WYT,O238,,,,,9.9,AC,,,,,,,,,,3,3
N,Z100353,BLUTI,1,,28/05/2014 14:00,WYT,O238,,,,,9,AC,,,,,,,,,,3,3
P,Z100354,BLUTI,1,,28/05/2014 14:00,WYT,O238,,,,,9,AC,,,,,,,,,,3,3
O,Y839244,BLUTI,4,F,20/05/2014 08:00,WYT,O238,89,86,,,,AC,,,,,,,,,,,
O,Y164916,BLUTI,4,M,20/05/2014 08:00,WYT,O238,89,86,,,,AC,,,,,,,,,,,
N,Z032563,BLUTI,5,M,20/05/2014 09:59,WYT,O24,,,,63,9.9,AC,,,,,M,16.2,,,,,
R,D471226,BLUTI,5,F,20/05/2014 11:00,WYT,O24,,,,61,10.2,AC,,,,,M,16.8,,,,,
N,Z032799,BLUTI,1,,24/05/2014 15:59,WYT,O24,,,,,9.8,AC,,,,,,,,,,12,12
N,Z032800,BLUTI,1,,24/05/2014 15:59,WYT,O24,,,,,9.3,AC,,,,,,,,,,12,12
P,Z100301,BLUTI,1,,24/05/2014 15:59,WYT,O24,,,,,9.5,AC,,,,,,,,,,12,12
P,Z100302,BLUTI,1,,24/05/2014 15:59,WYT,O24,,,,,10.3,AC,,,,,,,,,,12,12
