Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,D472952,BLACA,3,F,17/09/2013 08:00,WYT,LOG 7C,,,,75,19.8,BVK,,,,,,,,,,,
N,J215573,BLUTI,6,F,13/01/2020 09:10,WYT,HE-WYT,,,,64,10.7,SJC,,,,,M,18.2,,,,,
N,J215572,BLUTI,5,F,13/01/2020 09:10,WYT,HE-WYT,,,,62,10.5,SJC,,,,,M,18.1,,,,,
N,J215570,BLUTI,5,F,13/01/2020 09:10,WYT,HE-WYT,,,,62,11.1,SJC,,,,,M,19.1,,,,,
N,J215569,BLUTI,5,F,13/01/2020 09:10,WYT,HE-WYT,,,,61.5,10,SJC,,,,,M,18.2,,,,,
N,J215568,BLUTI,5,F,13/01/2020 09:10,WYT,HE-WYT,,,,63,9.7,SJC,,,,,M,18.7,,,,,
N,J215567,BLUTI,5,F,13/01/2020 09:10,WYT,HE-WYT,,,,64,9.7,SJC,,,,,M,19,,,,,
N,J215565,BLUTI,6,F,13/01/2020 09:10,WYT,HE-WYT,,,,61,10,SJC,,,,,M,18.7,,,,,
N,J215564,BLUTI,5,M,13/01/2020 09:10,WYT,HE-WYT,,,,64.5,11.7,SJC,,,,,M,20.1,,,,,
N,J215563,BLUTI,5,M,13/01/2020 09:10,WYT,HE-WYT,,,,65,11.2,SJC,,,,,M,19,,,,,
N,ABJ6400,BLUTI,5,M,13/01/2020 09:10,WYT,HE-WYT,,,,64,10.9,SJC,,,,,M,19.3,,,,,
N,ABJ6398,BLUTI,5,F,10/01/2020 11:00,WYT,HE-WYT,,,,64,9.9,NMR,,,,,M,19,,,,,
N,ABJ6397,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,63.5,10.8,TDH,,,,,M,19.5,,,,,
N,ABJ6396,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,10.5,NMR,,,,,M,19.4,,,,,
N,ABJ6395,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,65,11.3,NMR,,,,,M,19.5,,,,,
N,ABJ6394,BLUTI,5,F,10/01/2020 11:00,WYT,HE-WYT,,,,61,11.5,NMR,,,,,M,18.5,,,,,
N,ABJ6393,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,10.5,NMR,,,,,M,19,,,,,
N,ABJ6392,BLUTI,5,F,10/01/2020 11:00,WYT,HE-WYT,,,,60,10.7,NMR,,,,,M,19,,,,,
N,ABJ6389,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,66,10.9,SJC,,,,,M,19.6,,,,,
N,ABJ6388,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,64,11.2,SJC,,,,,M,19.6,,,,,
N,ABJ6387,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,65,10.8,NMR,,,,,M,19.5,,,,,
N,ABJ6386,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,65,11.6,SJC,,,,,M,20.7,,,,,
N,ABJ6385,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,62,10.5,NMR,,,,,M,19,,,,,
N,ABJ6384,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,65,11.1,NMR,,,,,M,19.5,,,,,
N,ABJ6383,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,61,10.8,NMR,,,,,M,18.3,,,,,
N,ABJ6382,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,60,9.9,TDH,,,,,M,19,,,,,
N,ABJ6381,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,65,11,NMR,,,,,M,18.9,,,,,
N,ABJ6380,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,62,10.1,TDH,,,,,M,20.1,,,,,
N,ABJ6379,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,61,10.3,NMR,,,,,M,19.7,,,,,
N,ABJ6378,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,62,10.7,NMR,,,,,M,19.8,,,,,
N,ABJ6377,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,61,9.7,NMR,,,,,M,19.1,,,,,
N,ABJ6376,BLUTI,5,F,10/01/2020 09:10,WYT,HE-WYT,,,,60,10,SJC,,,,,M,18.5,,,,,
N,ABJ6375,BLUTI,5,M,10/01/2020 09:10,WYT,HE-WYT,,,,66,11.4,SJC,,,,,M,20.9,,,,,
N,ABJ6373,BLUTI,6,F,10/01/2020 09:40,WYT,HE-WYT,,,,62,10.7,SJC,,,,,M,18.7,,,,,
N,ABJ6370,BLUTI,5,M,10/01/2020 09:40,WYT,HE-WYT,,,,67.5,11.3,NMR,,,,,M,19.6,,,,,
N,ABJ6369,BLUTI,5,M,10/01/2020 09:40,WYT,HE-WYT,,,,63,10.5,NMR,,,,,M,19.6,,,,,
R,AFH2976,BLUTI,5,M,13/01/2020 09:00,WYT,HE-WYT,,,,63,11.4,KMM,,,,,M,19.4,,,,,
R,S884491,BLUTI,6,F,13/01/2020 09:00,WYT,HE-WYT,,,,63,11.5,KMM,,,,,M,18.9,,,,,
R,Z628349,BLUTI,6,F,13/01/2020 09:00,WYT,HE-WYT,,,,61,10.4,KMM,,,,,M,19,,,,,
R,AND6703,BLUTI,5,F,13/01/2020 09:00,WYT,HE-WYT,,,,63,10.9,KMM,,,,,M,18.8,,,,,
R,S884538,BLUTI,6,M,13/01/2020 09:00,WYT,HE-WYT,,,,64.5,10.8,KMM,,,,,M,19.7,,,,,
R,S884485,BLUTI,6,M,13/01/2020 09:00,WYT,HE-WYT,,,,65,11.3,KMM,,,,,M,19.8,,,,,
R,S884286,BLUTI,6,F,13/01/2020 09:00,WYT,HE-WYT,,,,63,11.1,KMM,,,,,M,18.1,,,,,
R,S884181,BLUTI,6,F,13/01/2020 09:00,WYT,HE-WYT,,,,64,10.6,KMM,,,,,M,18.9,,,,,
R,AND7397,BLUTI,6,F,10/01/2020 11:00,WYT,HE-WYT,,,,63,11.1,TDH,,,,,M,19.3,,,,,
R,S884168,BLUTI,6,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,10.8,TDH,,,,,M,18.6,,,,,
R,AFH3312,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,65,11.7,TDH,,,,,M,19.8,,,,,
R,AFH5606,BLUTI,6,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,11.4,TDH,,,,,M,20.1,,,,,
R,AFH5975,BLUTI,6,F,10/01/2020 11:00,WYT,HE-WYT,,,,62,11.7,TDH,,,,,M,19,,,,,
R,ABJ6377,BLUTI,5,F,10/01/2020 11:00,WYT,HE-WYT,,,,60,10,TDH,,,,,M,19.1,,,,,
R,AFH4503,BLUTI,6,F,10/01/2020 11:00,WYT,HE-WYT,,,,63,11.3,TDH,,,,,M,19.4,,,,,
R,AFH4107,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,10.6,KMM,,,,,M,19.1,,,,,
R,AFH5660,BLUTI,5,M,10/01/2020 11:00,WYT,HE-WYT,,,,64,11.3,TDH,,,,,M,19,,,,,
R,AFH4057,BLUTI,5,F,10/01/2020 08:29,WYT,HE-WYT,,,,62,10.1,KMM,,,,,M,19.1,,,,,
R,AFH4523,BLUTI,5,F,10/01/2020 08:29,WYT,HE-WYT,,,,61,10.7,NMR,,,,,M,18.4,,,,,
R,ABJ6062,BLUTI,5,M,10/01/2020 08:29,WYT,HE-WYT,,,,63,11.2,TDH,,,,,M,20.1,,,,,
R,AFH5675,BLUTI,6,F,10/01/2020 08:29,WYT,HE-WYT,,,,62,10.3,NMR,,,,,M,18.2,,,,,
R,AFH5395,BLUTI,5,F,10/01/2020 08:29,WYT,HE-WYT,,,,61,9.7,KMM,,,,,M,19.1,,,,,
R,S884485,BLUTI,6,M,10/01/2020 08:29,WYT,HE-WYT,,,,65,11,KMM,,,,,M,19.7,,,,,
R,AFH5917,BLUTI,5,M,10/01/2020 08:29,WYT,HE-WYT,,,,64,10.5,KMM,,,,,M,19.3,,,,,
R,AFH3458,BLUTI,5,F,10/01/2020 08:29,WYT,HE-WYT,,,,60,11,NMR,,,,,M,19,,,,,
R,AFH5635,BLUTI,5,M,10/01/2020 08:29,WYT,HE-WYT,,,,65,11.5,KMM,,,,,M,19.1,,,,,
R,AFH5680,BLUTI,5,M,10/01/2020 08:29,WYT,HE-WYT,,,,64,10.9,KMM,,,,,M,19.9,,,,,
N,J215985,BLUTI,5,M,20/01/2020 11:00,WYT,HE-WYT,,,,66,12,KMM,,,,,M,20,,,,,
N,J215984,BLUTI,5,F,20/01/2020 11:00,WYT,HE-WYT,,,,61,10.2,KMM,,,,,M,18.1,,,,,
N,J215983,BLUTI,5,F,20/01/2020 10:30,WYT,HE-WYT,,,,61,10.5,KMM,,,,,M,19.2,,,,,
N,J215982,BLUTI,5,M,20/01/2020 10:30,WYT,HE-WYT,,,,63,11.4,KMM,,,,,M,20.1,,,,,
N,J215981,BLUTI,6,M,20/01/2020 09:30,WYT,HE-WYT,,,,63,11,SJC,,,,,M,19.5,,,,,
N,J215977,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,12,SJC,,,,,M,19.8,,,,,
N,J215976,BLUTI,5,F,20/01/2020 09:30,WYT,HE-WYT,,,,61,10.2,GWC,,,,,M,18.8,,,,,
N,J215975,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,66,10.8,GWC,,,,,M,19,,,,,
N,J215974,BLUTI,5,F,20/01/2020 09:30,WYT,HE-WYT,,,,61.5,10.2,SJC,,,,,M,19,,,,,
N,J215973,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,10.7,GWC,,,,,M,19.2,,,,,
N,J215972,BLUTI,5,,20/01/2020 09:30,WYT,HE-WYT,,,,,11.2,GWC,,,,,,,,,,,
N,J215971,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,66,11,SJC,,,,,M,19.8,,,,,
N,J215970,BLUTI,5,F,20/01/2020 09:30,WYT,HE-WYT,,,,60,10.1,GWC,,,,,M,18.4,,,,,
N,J215969,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,11,SJC,,,,,M,18.8,,,,,
N,J215968,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,67,11.4,GWC,,,,,M,20.2,,,,,
N,J215967,BLUTI,5,M,20/01/2020 09:00,WYT,HE-WYT,,,,64,10.3,GWC,,,,,M,19.3,,,,,
N,J215966,BLUTI,5,F,20/01/2020 09:00,WYT,HE-WYT,,,,59.5,9.5,GWC,,,,,M,17.9,,,,,
N,J215965,BLUTI,5,F,20/01/2020 09:00,WYT,HE-WYT,,,,62,10.1,GWC,,,,,M,18.3,,,,,
N,J215964,BLUTI,5,F,20/01/2020 09:00,WYT,HE-WYT,,,,60.5,10.3,GWC,,,,,M,18.4,,,,,
N,J215963,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,62,11.3,PS,,,,,M,19.8,,,,,
N,J215962,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,64,10.9,SJC,,,,,M,19.7,,,,,
N,J215961,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,62,10.7,PS,,,,,M,20.2,,,,,
N,J215960,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63.5,10,SJC,,,,,M,19.2,,,,,
N,J215959,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63,10.7,PS,,,,,M,20.1,,,,,
N,J215958,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63,10.9,SJC,,,,,M,20.1,,,,,
N,J215957,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,64,10.4,SJC,,,,,M,19.1,,,,,
N,J215956,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63,10.5,SJC,,,,,M,19,,,,,
N,J215955,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,60,10.4,PS,,,,,M,19.1,,,,,
N,J215954,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,63,10.7,PS,,,,,M,20.2,,,,,
N,J215953,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,62,10.2,PS,,,,,M,19.5,,,,,
N,J215952,BLUTI,6,M,17/01/2020 09:30,WYT,HE-WYT,,,,66,10.8,EFC,,,,,M,19.7,,,,,
N,J215951,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,65,11.2,PS,,,,,M,20.2,,,,,
N,J215950,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,62,11,EFC,,,,,M,18.2,,,,,
N,J215949,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,62,10.4,PS,,,,,M,19.3,,,,,
N,J215948,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,64,10.5,PS,,,,,M,20.2,,,,,
N,J215947,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,61,10.4,PS,,,,,M,18.5,,,,,
N,J215946,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63,11,PS,,,,,M,19.8,,,,,
N,J215945,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,63,10.8,PS,,,,,M,19.5,,,,,
N,J215944,BLUTI,5,M,17/01/2020 09:30,WYT,HE-WYT,,,,64,11,PS,,,,,M,19.9,,,,,
N,J215943,BLUTI,5,F,17/01/2020 09:30,WYT,HE-WYT,,,,63,11.2,GWC,,,,,M,19.6,,,,,
N,J215942,BLUTI,6,F,17/01/2020 08:39,WYT,HE-WYT,,,,60,10.8,SJC,,,,,M,19.5,,,,,
N,J215941,BLUTI,6,M,17/01/2020 08:39,WYT,HE-WYT,,,,63,10.3,PS,,,,,M,19.9,,,,,
N,J215940,BLUTI,5,F,17/01/2020 08:39,WYT,HE-WYT,,,,64,10.2,PS,,,,,M,19.9,,,,,
N,J215939,BLUTI,5,F,17/01/2020 08:39,WYT,HE-WYT,,,,62,10.3,PS,,,,,M,20.5,,,,,
N,J215938,BLUTI,5,F,17/01/2020 08:39,WYT,HE-WYT,,,,62,9.6,PS,,,,,M,18.7,,,,,
N,J215937,BLUTI,5,M,17/01/2020 08:39,WYT,HE-WYT,,,,65,11.3,JMC,,,,,M,20,,,,,
N,J215936,BLUTI,5,M,17/01/2020 08:39,WYT,HE-WYT,,,,65,11.2,PS,,,,,M,19.7,,,,,
N,J215935,BLUTI,5,M,17/01/2020 08:39,WYT,HE-WYT,,,,66,11.1,SJC,,,,,M,20.1,,,,,
N,J215934,BLUTI,5,M,17/01/2020 08:39,WYT,HE-WYT,,,,65,11.1,SJC,,,,,M,20,,,,,
N,J215933,BLUTI,5,M,17/01/2020 08:39,WYT,HE-WYT,,,,63,,PS,,,,,M,19.5,,,,,
N,J215932,BLUTI,5,F,17/01/2020 08:39,WYT,HE-WYT,,,,63,10.3,PS,,,,,M,19.9,,,,,
N,J215931,BLUTI,5,F,17/01/2020 08:39,WYT,HE-WYT,,,,63,10,GWC,,,,,M,19.2,,,,,
R,AFH3916,BLUTI,5,M,20/01/2020 11:00,WYT,HE-WYT,,,,65,10.9,SJC,,,,,M,19.6,,,,,
R,S884282,BLUTI,6,M,20/01/2020 11:00,WYT,HE-WYT,,,,65,11.1,KMM,,,,,M,19.5,,,,,
R,AND6475,BLUTI,6,M,20/01/2020 11:00,WYT,HE-WYT,,,,65.5,11.6,SJC,,,,,M,19.9,,,,,
R,AFH5915,BLUTI,5,M,20/01/2020 11:00,WYT,HE-WYT,,,,64.5,10.7,KMM,,,,,M,19.6,,,,,
R,ABJ6253,BLUTI,5,M,20/01/2020 11:00,WYT,HE-WYT,,,,64,11.2,SJC,,,,,M,19.4,,,,,
R,J215952,BLUTI,6,M,20/01/2020 11:00,WYT,HE-WYT,,,,66,11.4,SJC,,,,,M,19.5,,,,,
R,AFH4825,BLUTI,5,M,20/01/2020 10:30,WYT,HE-WYT,,,,63,10.8,GWC,,,,,M,19.3,,,,,
R,AFH4057,BLUTI,5,F,20/01/2020 10:30,WYT,HE-WYT,,,,62,10.4,GWC,,,,,M,19,,,,,
R,AFH5917,BLUTI,5,M,20/01/2020 10:30,WYT,HE-WYT,,,,65,11,GWC,,,,,M,19.5,,,,,
R,Z031675,BLUTI,5,M,20/01/2020 10:30,WYT,HE-WYT,,,,64,11.6,GWC,,,,,M,20.1,,,,,
R,AND6703,BLUTI,5,F,20/01/2020 09:30,WYT,HE-WYT,,,,62,11.4,GWC,,,,,,,,,,,
R,S884111,BLUTI,6,F,20/01/2020 09:30,WYT,HE-WYT,,,,60,9.9,GWC,,,,,M,19,,,,,
R,AFH4810,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,65,11.1,SJC,,,,,M,19.6,,,,,
R,S884211,BLUTI,6,M,20/01/2020 09:30,WYT,HE-WYT,,,,65,10.7,GWC,,,,,M,19.2,,,,,
R,AFH3101,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,11.4,SJC,,,,,M,19.7,,,,,
R,AFH5602,BLUTI,6,F,20/01/2020 09:30,WYT,HE-WYT,,,,62,10.3,GWC,,,,,M,19,,,,,
R,S884423,BLUTI,6,F,20/01/2020 09:30,WYT,HE-WYT,,,,62,9.9,SJC,,,,,M,18.9,,,,,
R,AFH5606,BLUTI,6,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,,SJC,,,,,M,20.2,,,,,
R,ABJ6099,BLUTI,6,F,20/01/2020 09:30,WYT,HE-WYT,,,,62,10.2,GWC,,,,,M,19.5,,,,,
R,Z627160,BLUTI,6,F,20/01/2020 09:30,WYT,HE-WYT,,,,62,10.5,SJC,,,,,M,19.5,,,,,
R,AFH5729,BLUTI,5,F,20/01/2020 09:30,WYT,HE-WYT,,,,63.5,10.4,GWC,,,,,M,19.5,,,,,
R,AFH5180,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,11.3,SJC,,,,,M,20,,,,,
R,AFH5635,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,66,11.1,SJC,,,,,M,19.5,,,,,
R,AFH5730,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,65,10.2,SJC,,,,,M,19.1,,,,,
R,AFH5655,BLUTI,5,M,20/01/2020 09:30,WYT,HE-WYT,,,,64,11.5,SJC,,,,,M,18.9,,,,,
R,Z628362,BLUTI,6,M,20/01/2020 09:30,WYT,HE-WYT,,,,65.5,11.4,SJC,,,,,M,19.5,,,,,
R,AND7396,BLUTI,6,F,20/01/2020 08:29,WYT,HE-WYT,,,,60,10.9,GWC,,,,,M,19.1,,,,,
R,J215958,BLUTI,5,M,20/01/2020 08:29,WYT,HE-WYT,,,,64,10.7,KMM,,,,,M,20.3,,,,,
R,AFH2954,BLUTI,5,M,20/01/2020 08:29,WYT,HE-WYT,,,,64,10.2,KMM,,,,,M,20,,,,,
R,AKD3440,BLUTI,5,F,20/01/2020 08:29,WYT,HE-WYT,,,,62,10.5,KMM,,,,,M,18.8,,,,,
R,AFH4597,BLUTI,5,F,17/01/2020 10:30,WYT,HE-WYT,,,,63,10.4,JMC,,,,,M,19.4,,,,,
R,AFH2931,BLUTI,5,M,17/01/2020 10:30,WYT,HE-WYT,,,,66,10.8,SJC,,,,,M,19.4,,,,,
R,AND6703,BLUTI,5,F,17/01/2020 10:30,WYT,HE-WYT,,,,63,11.3,JMC,,,,,M,18.9,,,,,
R,ABJ6379,BLUTI,5,,17/01/2020 10:30,WYT,HE-WYT,,,,62,10,GWC,,,,,M,19.8,,,,,
R,AFH5959,BLUTI,6,F,17/01/2020 10:30,WYT,HE-WYT,,,,60,10.5,JMC,,,,,M,18.8,,,,,
R,AFH4788,BLUTI,5,F,17/01/2020 10:30,WYT,HE-WYT,,,,63,10.3,GWC,,,,,M,19.6,,,,,
R,AFH5607,BLUTI,6,M,17/01/2020 10:30,WYT,HE-WYT,,,,64,10.8,JMC,,,,,M,20.2,,,,,
R,AFH5659,BLUTI,5,M,17/01/2020 10:19,WYT,HE-WYT,,,,65,10.3,GWC,,,,,M,19.2,,,,,
R,AFH5603,BLUTI,6,F,17/01/2020 10:19,WYT,HE-WYT,,,,63,10.7,GWC,,,,,M,18.7,,,,,
R,ABJ6375,BLUTI,5,M,17/01/2020 10:19,WYT,HE-WYT,,,,66,11.5,GWC,,,,,M,20.6,,,,,
R,S884180,BLUTI,6,F,17/01/2020 10:19,WYT,HE-WYT,,,,66,11.6,GWC,,,,,M,19.6,,,,,
R,AFH3311,BLUTI,5,M,17/01/2020 10:19,WYT,HE-WYT,,,,66,10.9,KMM,,,,,M,19,,,,,
R,S883798,BLUTI,5,F,17/01/2020 10:19,WYT,HE-WYT,,,,63,10.1,KMM,,,,,M,19.4,,,,,
R,ABJ6217,BLUTI,5,F,17/01/2020 10:19,WYT,HE-WYT,,,,60,10.2,KMM,,,,,M,18.3,,,,,
R,J215569,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,60,9.8,JMC,,,,,M,18.3,,,,,
R,ABJ6253,BLUTI,5,M,17/01/2020 09:00,WYT,HE-WYT,,,,64,,JMC,,,,,M,20.7,,,,,
R,Z100624,BLUTI,6,M,17/01/2020 09:00,WYT,HE-WYT,,,,67,10.8,JMC,,,,,M,20.3,,,,,
R,AFH4557,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,62,10.1,GWC,,,,,M,19.1,,,,,
R,AFH4560,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,63,10.4,JMC,,,,,M,19.3,,,,,
R,ABJ6394,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,61,10.6,GWC,,,,,M,18.5,,,,,
R,AFH5655,BLUTI,5,M,17/01/2020 09:00,WYT,HE-WYT,,,,65,11.1,JMC,,,,,M,19.2,,,,,
R,AFH4051,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,64,11.2,JMC,,,,,M,19.6,,,,,
R,AFH5729,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,63,10.4,JMC,,,,,M,19.2,,,,,
R,AFH4142,BLUTI,5,F,17/01/2020 09:00,WYT,HE-WYT,,,,62,10.4,JMC,,,,,M,19.2,,,,,
R,ABJ6393,BLUTI,5,M,17/01/2020 09:00,WYT,HE-WYT,,,,,10.2,PS,,,,,M,20,,,,,
N,J215657,BLUTI,6,F,29/01/2020 11:00,WYT,4I,,,,64,11.6,KMM,,,,,M,18.6,,,,,
N,J215656,BLUTI,6,M,29/01/2020 11:00,WYT,4I,,,,63,10.7,SJC,,,,,M,19.6,,,,,
N,J215655,BLUTI,6,F,29/01/2020 10:30,WYT,4I,,,,62,10.5,KMM,,,,,M,19.3,,,,,
N,J215654,BLUTI,5,M,29/01/2020 09:59,WYT,4I,,,,64.5,11.2,SJC,,,,,M,18.7,,,,,
N,J215653,BLUTI,6,F,29/01/2020 09:59,WYT,4I,,,,60,11.1,SJC,,,,,M,19.2,,,,,
N,J215652,BLUTI,6,F,29/01/2020 09:59,WYT,4I,,,,62,10.2,SJC,,,,,M,18.1,,,,,
N,J215651,BLUTI,5,M,29/01/2020 09:59,WYT,4I,,,,64,10.7,SJC,,,,,M,18.9,,,,,
N,J215649,BLUTI,5,M,29/01/2020 09:59,WYT,4I,,,,64,10.7,SJC,,,,,M,19.2,,,,,
N,J215646,BLUTI,6,M,28/01/2020 09:30,WYT,1B,,,,66,11.1,KMM,,,,,M,19.2,,,,,
N,J215645,BLUTI,5,M,28/01/2020 09:30,WYT,1B,,,,62,11.1,KMM,,,,,M,19.6,,,,,
N,J215643,BLUTI,5,F,28/01/2020 09:30,WYT,1B,,,,61,11,SJC,,,,,M,19.3,,,,,
N,J215642,BLUTI,5,M,28/01/2020 09:30,WYT,1B,,,,65,10.4,SJC,,,,,M,19.8,,,,,
N,J215641,BLUTI,5,M,28/01/2020 09:30,WYT,1B,,,,65,10.9,SJC,,,,,M,19.6,,,,,
N,J215635,BLUTI,5,F,28/01/2020 09:00,WYT,1B,,,,61,9.9,KMM,,,,,M,18.2,,,,,
N,J215634,BLUTI,5,M,27/01/2020 12:20,WYT,5I,,,,63,10.5,KMM,,,,,M,19.4,,,,,
N,J215633,BLUTI,5,F,27/01/2020 12:00,WYT,5I,,,,62,11.1,SJC,,,,,M,19.4,,,,,
N,J215632,BLUTI,5,M,27/01/2020 12:00,WYT,5I,,,,64,11.1,SJC,,,,,M,19,,,,,
N,J215630,BLUTI,5,F,27/01/2020 11:00,WYT,5I,,,,62,10.1,KMM,,,,,M,18.2,,,,,
N,J215629,BLUTI,5,M,27/01/2020 11:00,WYT,5I,,,,64,10.4,KMM,,,,,M,19.1,,,,,
N,J215628,BLUTI,5,F,27/01/2020 11:00,WYT,5I,,,,60,10.1,KMM,,,,,M,19.2,,,,,
N,J215627,BLUTI,6,F,27/01/2020 11:00,WYT,5I,,,,62,10.5,KMM,,,,,M,19.7,,,,,
N,J215626,BLUTI,5,M,27/01/2020 11:00,WYT,5I,,,,66,11.2,KMM,,,,,M,19.8,,,,,
N,J215625,BLUTI,5,F,27/01/2020 11:00,WYT,5I,,,,62,10.1,KMM,,,,,M,18.7,,,,,
N,J215624,BLUTI,5,M,27/01/2020 11:00,WYT,5I,,,,66,11.2,KMM,,,,,M,20.1,,,,,
N,J215622,BLUTI,5,M,27/01/2020 11:00,WYT,5I,,,,66,10.7,KMM,,,,,M,19.4,,,,,
N,J215621,BLUTI,5,F,27/01/2020 11:00,WYT,5I,,,,61.5,10.8,KMM,,,,,M,19.3,,,,,
N,J215620,BLUTI,5,M,27/01/2020 09:59,WYT,5I,,,,64,11.4,SJC,,,,,M,19.8,,,,,
N,J215618,BLUTI,5,F,27/01/2020 09:59,WYT,5I,,,,62,9.5,SJC,,,,,M,18,,,,,
N,J215617,BLUTI,6,M,27/01/2020 09:59,WYT,5I,,,,64,11.2,SJC,,,,,M,19.1,,,,,
N,J215616,BLUTI,5,F,27/01/2020 09:59,WYT,5I,,,,62,10.6,SJC,,,,,M,19.4,,,,,
N,J215615,BLUTI,5,F,27/01/2020 09:59,WYT,5I,,,,62,10.6,SJC,,,,,M,19.7,,,,,
N,J215614,BLUTI,5,F,27/01/2020 09:59,WYT,5I,,,,61,10.7,SJC,,,,,M,19.1,,,,,
N,J215612,BLUTI,5,M,27/01/2020 09:59,WYT,5I,,,,64,10.9,SJC,,,,,M,19.7,,,,,
N,J215611,BLUTI,5,M,27/01/2020 09:59,WYT,5I,,,,63,11.6,SJC,,,,,M,19.3,,,,,
N,J215610,BLUTI,5,M,27/01/2020 09:00,WYT,5I,,,,65,10.5,KMM,,,,,M,19.9,,,,,
N,J215608,BLUTI,5,M,27/01/2020 09:00,WYT,5I,,,,65,11.3,KMM,,,,,M,20.1,,,,,
N,J215607,BLUTI,5,M,27/01/2020 09:00,WYT,5I,,,,62,10.6,KMM,,,,,M,19.1,,,,,
N,J215606,BLUTI,6,F,27/01/2020 09:00,WYT,5I,,,,61,11,KMM,,,,,M,18.5,,,,,
N,J215605,BLUTI,5,M,27/01/2020 09:00,WYT,5I,,,,64,10.4,KMM,,,,,M,19.5,,,,,
N,J215604,BLUTI,5,F,27/01/2020 09:00,WYT,5I,,,,59,10.2,KMM,,,,,M,18.2,,,,,
N,J215603,BLUTI,5,M,27/01/2020 09:00,WYT,5I,,,,65,10.4,KMM,,,,,M,20.2,,,,,
