Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
R,ATR5436,BLUTI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,62.0,9.7,ANA,,,,,M,19.2,,,,,
R,ATR5895,BLUTI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,61.0,9.9,SJC,,,,,M,18.8,,,,,
R,ATR8090,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,64.0,10.2,ANA,,,,,M,19.5,,,,,
R,ATR8096,BLUTI,6,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,66.0,10.4,SJC,,,,,M,19.8,,,,,
R,ATR6919,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,65.0,10.5,SJC,,,,,M,19.9,,,,,
R,ATR4506,BLUTI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,63.0,11.1,ANA,,,,,M,18.7,,,,,
R,ATR4594,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,64.0,10.3,ANA,,,,,M,19.7,,,,,
R,ATR4400,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,65.0,10.7,SJC,,,,,M,19.5,,,,,
R,AVL3857,BLUTI,6,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,61.0,10.2,ANA,,,,,M,19.7,,,,,
R,Z626670,BLUTI,6,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,68.0,10.6,SJC,,,,,M,19.8,,,,,
R,PF72566,GRETI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,74.0,18.9,ANA,,,,,M,23.5,,,,,
R,ATR8122,BLUTI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,61.0,9.8,SJC,,,,,M,19.4,,,,,
R,TY68740,GRETI,6,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,77.0,17.8,SJC,,,,,M,21.7,,,,,
R,TY68173,GRETI,6,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,74.0,15.8,ANA,,,,,M,22.8,,,,,
N,LC85933,BLABI,6,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,124.0,93.6,ANA,,,,,,,,,,,
N,TY69461,GRETI,5,M,07/01/2022  09:00:00,WYT,LOG 1H,,,,75.0,19.8,SJC,,,,,M,24.4,,,,,
N,TY69460,GRETI,6,F,07/01/2022  09:00:00,WYT,LOG 1H,,,,75.0,18.9,SJC,,,,,M,22.1,,,,,
N,TY69459,GRETI,6,F,05/01/2022  12:00:00,WYT,LOG 2C,,,,75.0,17.8,ANA,,,,,M,23.1,,,,,
N,TY69458,GRETI,5,F,05/01/2022  12:00:00,WYT,LOG 2C,,,,72.0,17.5,SJC,,,,,M,22.4,,,,,
N,TY69457,GRETI,5,M,05/01/2022  11:00:00,WYT,LOG 2C,,,,77.0,20.0,SJC,,,,,M,23.0,,,,,
N,TY69456,GRETI,5,M,05/01/2022  09:40:00,WYT,LOG 2C,,,,76.0,,SJC,,,,,M,24.0,,,,,
N,TY69455,DUNNO,5,,05/01/2022  10:40:00,WYT,LOG 6A,,,,64.0,18.3,SJC,,,,,,,,,,,
N,LC85932,BLABI,5,F,05/01/2022  09:59:59,WYT,LOG 6A,,,,123.0,97.1,SJC,,,,,,,,,,,
N,ATR8138,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,65.0,10.3,ANA,,,,,M,19.3,,,,,
N,ATR8137,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,65.0,11.0,SJC,,,,,M,19.7,,,,,
N,ATR8136,BLUTI,5,M,10/01/2022  10:30:00,WYT,LOG 2C,,,,66.0,10.7,ANA,,,,,M,19.9,,,,,
N,ATR8135,BLUTI,5,F,10/01/2022  10:30:00,WYT,LOG 2C,,,,60.0,9.6,SJC,,,,,M,18.7,,,,,
N,ATR8134,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,66.0,10.4,ANA,,,,,M,19.7,,,,,
N,ATR8133,ROBIN,6,,10/01/2022  09:30:00,WYT,LOG 2C,,,,75.0,21.0,KMM,,,,,,,,,,,
N,ATR8132,BLUTI,5,F,10/01/2022  09:30:00,WYT,LOG 2C,,,,63.0,10.3,KMM,,,,,M,19.3,,,,,
N,ATR8131,BLUTI,5,M,07/01/2022  11:00:00,WYT,LOG 1H,,,,65.0,11.0,JAH,,,,,M,19.5,,,,,
N,ATR8130,ROBIN,5,,07/01/2022  09:00:00,WYT,LOG 1H,,,,78.0,21.8,JAH,,,,,,,,,,,
N,ATR8129,BLUTI,5,M,07/01/2022  09:00:00,WYT,LOG 1H,,,,63.0,10.5,SJC,,,,,M,20.0,,,,,
N,ATR8128,BLUTI,5,M,05/01/2022  10:19:59,WYT,LOG 2C,,,,66.0,11.7,ANA,,,,,M,20.2,,,,,
N,ATR8127,BLUTI,5,M,05/01/2022  10:19:59,WYT,LOG 2C,,,,64.0,11.8,ANA,,,,,M,19.8,,,,,
N,ATR8126,BLUTI,5,F,05/01/2022  10:19:59,WYT,LOG 2C,,,,61.0,10.2,ANA,,,,,M,19.0,,,,,
N,ATR8125,BLUTI,5,M,05/01/2022  10:19:59,WYT,LOG 2C,,,,65.0,10.4,SJC,,,,,M,18.8,,,,,
N,ATR8124,BLUTI,5,F,05/01/2022  10:19:59,WYT,LOG 2C,,,,62.0,10.9,ANA,,,,,M,19.3,,,,,
N,ATR8123,BLUTI,5,F,05/01/2022  09:40:00,WYT,LOG 2C,,,,63.0,10.3,SJC,,,,,M,17.9,,,,,
N,ATR8122,BLUTI,5,F,05/01/2022  09:40:00,WYT,LOG 2C,,,,62.0,9.7,ANA,,,,,M,19.7,,,,,
R,ATR4575,BLUTI,5,F,10/01/2022  09:30:00,WYT,LOG 2C,,,,62.0,9.7,ANA,,,,,M,19.6,,,,,
R,AFH5051,BLUTI,6,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,67.0,10.9,ANA,,,,,M,19.9,,,,,
R,ABJ6446,MARTI,6,,10/01/2022  09:30:00,WYT,LOG 2C,,,,60.0,9.9,ANA,,,,,M,17.8,,,,,
R,S882511,MARTI,6,,10/01/2022  09:30:00,WYT,LOG 2C,,,,63.0,10.6,ANA,,,,,M,18.9,,,,,
R,ATR4448,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,67.0,10.9,ANA,,,,,M,20.1,,,,,
R,TY68001,GRETI,6,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,78.0,18.3,ANA,,,,,M,23.4,,,,,
R,ATR8125,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,65.0,10.3,ANA,,,,,M,18.8,,,,,
R,AVL6209,BLUTI,6,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,62.0,,ANA,,,,,M,19.8,,,,,
R,ATR4663,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,64.0,10.4,ANA,,,,,M,20.6,,,,,
R,ATR6316,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,65.0,10.8,ANA,,,,,M,20.5,,,,,
R,ATR7801,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,64.0,10.6,ANA,,,,,M,20.3,,,,,
R,ATR4316,BLUTI,5,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,64.0,10.9,ANA,,,,,M,20.4,,,,,
R,ATR6796,BLUTI,5,F,10/01/2022  09:30:00,WYT,LOG 2C,,,,62.0,9.8,ANA,,,,,M,19.2,,,,,
R,TY68708,GRETI,6,F,10/01/2022  09:30:00,WYT,LOG 2C,,,,76.0,18.3,ANA,,,,,M,23.5,,,,,
R,TY68090,GRETI,6,M,10/01/2022  09:30:00,WYT,LOG 2C,,,,78.0,18.1,ANA,,,,,M,23.4,,,,,
R,TW41889,GRETI,6,F,10/01/2022  09:10:00,WYT,LOG 2C,,,,78.0,19.1,KMM,,,,,M,22.7,,,,,
R,TY68741,GRETI,6,M,10/01/2022  09:10:00,WYT,LOG 2C,,,,76.0,17.3,SJC,,,,,M,23.4,,,,,
R,PF72115,GRETI,5,M,07/01/2022  10:30:00,WYT,LOG 1H,,,,75.0,16.6,KMM,,,,,M,21.9,,,,,
R,PF72561,GRETI,5,M,07/01/2022  09:30:00,WYT,LOG 1H,,,,78.0,20.7,SJC,,,,,M,24.0,,,,,
R,TY69147,GRETI,5,F,07/01/2022  09:00:00,WYT,LOG 1H,,,,71.0,16.8,SJC,,,,,M,22.0,,,,,
R,TY68265,GRETI,6,F,07/01/2022  09:00:00,WYT,LOG 1H,,,,74.0,17.1,SJC,,,,,M,22.0,,,,,
R,PF72109,GRETI,6,M,07/01/2022  09:00:00,WYT,LOG 1H,,,,76.0,17.7,SJC,,,,,M,23.2,,,,,
R,VZ33341,GRETI,6,F,07/01/2022  09:00:00,WYT,LOG 1H,,,,71.0,17.4,SJC,,,,,M,22.1,,,,,
R,TY68812,GRETI,5,M,07/01/2022  09:00:00,WYT,LOG 1H,,,,74.0,18.5,SJC,,,,,M,24.2,,,,,
R,ATR7339,BLUTI,5,M,05/01/2022  12:00:00,WYT,LOG 2C,,,,64.0,11.5,SJC,,,,,M,19.4,,,,,
R,ATR6352,BLUTI,5,F,05/01/2022  12:00:00,WYT,LOG 2C,,,,63.0,10.4,ANA,,,,,M,19.1,,,,,
R,TY69523,GRETI,6,M,05/01/2022  11:00:00,WYT,LOG 2C,,,,78.0,18.6,ANA,,,,,M,22.2,,,,,
R,TY69453,GRETI,6,M,05/01/2022  11:00:00,WYT,LOG 2C,,,,73.0,17.7,SJC,,,,,M,22.4,,,,,
R,TY68872,GRETI,5,M,05/01/2022  11:00:00,WYT,LOG 2C,,,,76.0,18.5,ANA,,,,,M,23.0,,,,,
R,ATR4669,BLUTI,5,F,05/01/2022  09:30:00,WYT,LOG 2C,,,,61.0,10.3,SJC,,,,,M,19.4,,,,,
R,ATR4127,BLUTI,5,F,05/01/2022  09:30:00,WYT,LOG 2C,,,,60.0,9.6,SJC,,,,,M,19.0,,,,,
R,ATR7801,BLUTI,5,M,05/01/2022  09:30:00,WYT,LOG 2C,,,,64.0,11.0,SJC,,,,,M,20.0,,,,,
R,ABJ6426,COATI,6,,05/01/2022  09:30:00,WYT,LOG 2C,,,,60.0,9.1,SJC,,,,,,,,,,,
R,PF72539,GRETI,5,F,05/01/2022  09:30:00,WYT,LOG 2C,,,,71.0,16.6,ANA,,,,,M,23.0,,,,,
R,ATR4612,BLUTI,5,M,05/01/2022  09:30:00,WYT,LOG 2C,,,,66.0,11.0,SJC,,,,,M,19.7,,,,,
R,ATR8094,BLUTI,5,M,05/01/2022  09:30:00,WYT,LOG 2C,,,,65.0,10.6,SJC,,,,,M,19.1,,,,,
R,ABJ6427,BLUTI,6,,05/01/2022  09:30:00,WYT,LOG 2C,,,,64.0,10.4,ANA,,,,,M,19.6,,,,,
R,AVL7179,MARTI,6,,04/01/2022  12:49:59,WYT,LOG 2C,,,,63.0,11.5,SJC,,,,,M,18.9,,,,,
R,ATR6560,BLUTI,5,M,04/01/2022  10:50:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,AVL7345,MARTI,5,,04/01/2022  10:50:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,AVL6836,MARTI,6,,04/01/2022  10:50:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,ATR4038,BLUTI,5,F,04/01/2022  10:40:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,PF71392,GRETI,5,M,04/01/2022  10:40:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,PF71415,GRETI,5,M,04/01/2022  10:40:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,ATR8085,BLUTI,5,M,04/01/2022  10:40:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,AVL7354,BLUTI,5,M,04/01/2022  10:40:00,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,TY68555,GRETI,6,F,04/01/2022  10:19:59,WYT,LOG 1B,,,,73.0,17.6,SJC,,,,,M,22.6,,,,,
R,AVL7193,COATI,6,,04/01/2022  10:19:59,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,ATR7608,BLUTI,5,M,04/01/2022  10:19:59,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,ATR4709,MARTI,5,,04/01/2022  10:19:59,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,AVL7344,MARTI,5,,04/01/2022  10:19:59,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
R,AFH5792,BLUTI,6,F,04/01/2022  10:19:59,WYT,LOG 1B,,,,,,SJC,,,,,,,,,,,
N,TY69488,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,,,ANA,,,,,,,,,,,
N,TY69487,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,,,ANA,,,,,,,,,,,
N,TY69486,GRETI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,73.0,18.1,ANA,,,,,M,22.5,,,,,
N,TY69485,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,74.0,17.9,ANA,,,,,M,23.0,,,,,
N,TY69484,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,73.0,18.8,ANA,,,,,M,23.0,,,,,
N,TY69483,GRETI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,77.0,18.7,ANA,,,,,M,24.1,,,,,
N,TY69482,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,75.0,17.2,ANA,,,,,M,22.4,,,,,
N,TY69481,GRETI,5,F,24/01/2022  09:00:00,WYT,LOG 6A,,,,71.0,16.4,ANA,,,,,M,22.6,,,,,
N,TY69480,GRETI,5,F,21/01/2022  10:50:00,WYT,LOG 1H,,,,71.0,17.4,SJC,,,,,M,21.8,,,,,
N,TY69479,GRETI,5,M,21/01/2022  10:50:00,WYT,LOG 1H,,,,76.0,18.7,SJC,,,,,M,24.0,,,,,
N,TY69478,GRETI,5,F,21/01/2022  10:50:00,WYT,LOG 1H,,,,72.0,17.1,AER,,,,,M,22.0,,,,,
N,TY69477,GRETI,5,M,21/01/2022  09:40:00,WYT,LOG 1H,,,,76.0,19.5,SJC,,,,,M,23.7,,,,,
N,TY69476,GRETI,5,F,21/01/2022  09:40:00,WYT,LOG 1H,,,,72.0,16.7,SJC,,,,,M,22.2,,,,,
N,TY69475,GRETI,5,F,21/01/2022  09:40:00,WYT,LOG 1H,,,,74.0,18.4,AER,,,,,M,22.0,,,,,
N,TY69474,GRETI,5,M,21/01/2022  09:40:00,WYT,LOG 1H,,,,73.5,18.2,SJC,,,,,M,23.0,,,,,
N,TY69473,GRETI,5,F,21/01/2022  09:40:00,WYT,LOG 1H,,,,73.0,18.8,SJC,,,,,M,22.5,,,,,
N,TY69472,GRETI,5,M,21/01/2022  09:40:00,WYT,LOG 1H,,,,70.0,17.8,AER,,,,,M,22.6,,,,,
N,TY69471,GRETI,5,F,21/01/2022  08:49:59,WYT,LOG 1H,,,,72.0,17.0,AKK,,,,,M,22.4,,,,,
N,TY69470,GRETI,5,M,21/01/2022  08:49:59,WYT,LOG 1H,,,,73.0,17.8,AER,,,,,M,21.0,,,,,
N,TY69469,GRETI,5,F,20/01/2022  09:59:59,WYT,LOG 4G,,,,70.0,16.6,SJC,,,,,M,21.7,,,,,
N,TY69468,GRETI,5,M,20/01/2022  09:59:59,WYT,LOG 4G,,,,73.0,18.0,SJC,,,,,M,22.6,,,,,
N,TY69467,GRETI,5,F,20/01/2022  09:40:00,WYT,LOG 4G,,,,74.0,17.8,KMM,,,,,M,23.1,,,,,
N,TY69466,GRETI,5,M,20/01/2022  09:40:00,WYT,LOG 4G,,,,74.0,19.0,KMM,,,,,M,22.0,,,,,
N,TY69465,GRETI,5,F,20/01/2022  09:00:00,WYT,LOG 4G,,,,75.0,17.5,SJC,,,,,M,20.6,,,,,
N,TY69464,GRETI,5,M,18/01/2022  09:55:00,WYT,LOG 6A,,,,76.0,18.8,AER,,,,,M,23.3,,,,,
N,TY69463,GRETI,5,F,18/01/2022  09:55:00,WYT,LOG 6A,,,,70.0,17.1,AER,,,,,M,22.6,,,,,
N,TY69462,GRETI,5,F,18/01/2022  09:55:00,WYT,LOG 6A,,,,73.0,17.5,AER,,,,,M,22.7,,,,,
N,ATR8171,ROBIN,5,,24/01/2022  10:50:00,WYT,LOG 2C,,,,77.0,22.1,ANA,,,,,,,,,,,
N,ATR8170,COATI,5,,24/01/2022  10:50:00,WYT,LOG 2C,,,,61.0,9.6,ANA,,,,,,,,,,,
N,ATR8169,MARTI,5,,24/01/2022  10:50:00,WYT,LOG 2C,,,,63.0,10.9,ANA,,,,,M,19.1,,,,,
N,ATR8168,BLUTI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,62.0,10.2,ANA,,,,,M,19.6,,,,,
N,ATR8167,BLUTI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,64.0,11.2,SJC,,,,,M,18.9,,,,,
N,ATR8166,BLUTI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,64.0,10.2,SJC,,,,,M,19.7,,,,,
N,ATR8165,COATI,5,,24/01/2022  09:30:00,WYT,LOG 6A,,,,61.0,9.2,ANA,,,,,,,,,,,
N,ATR8164,BLUTI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,61.0,10.0,SJC,,,,,M,18.8,,,,,
N,ATR8163,BLUTI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,,,SJC,,,,,,,,,,,
N,ATR8162,BLUTI,5,M,24/01/2022  09:00:00,WYT,LOG 6A,,,,64.0,10.9,ANA,,,,,M,19.9,,,,,
N,ATR8161,BLUTI,5,F,24/01/2022  09:00:00,WYT,LOG 6A,,,,61.0,10.3,ANA,,,,,M,19.1,,,,,
N,ATR8160,BLUTI,5,M,21/01/2022  10:50:00,WYT,LOG 1H,,,,65.0,11.2,AKK,,,,,M,19.2,,,,,
N,ATR8159,MARTI,5,,21/01/2022  10:50:00,WYT,LOG 1H,,,,60.0,10.8,AER,,,,,M,18.3,,,,,
N,ATR8158,BLUTI,5,M,21/01/2022  10:19:59,WYT,LOG 1H,,,,63.0,11.4,AER,,,,,M,19.5,,,,,
N,ATR8157,BLUTI,5,F,21/01/2022  09:40:00,WYT,LOG 1H,,,,63.0,11.2,AER,,,,,,,,,,,
N,ATR8156,BLUTI,5,F,21/01/2022  09:40:00,WYT,LOG 1H,,,,62.0,10.9,AER,,,,,M,18.6,,,,,
N,ATR8155,BLUTI,5,M,21/01/2022  08:49:59,WYT,LOG 1H,,,,63.0,11.2,AKK,,,,,M,19.9,,,,,
N,ATR8154,BLUTI,5,M,21/01/2022  08:49:59,WYT,LOG 1H,,,,62.0,11.3,AER,,,,,M,20.3,,,,,
N,ATR8153,BLUTI,5,M,21/01/2022  08:49:59,WYT,LOG 1H,,,,62.0,10.2,AKK,,,,,M,18.3,,,,,
N,ATR8152,BLUTI,5,F,21/01/2022  08:49:59,WYT,LOG 1H,,,,62.0,11.1,AER,,,,,M,19.8,,,,,
N,ATR8151,BLUTI,5,F,20/01/2022  09:40:00,WYT,LOG 4G,,,,62.0,10.5,SJC,,,,,M,19.1,,,,,
N,ATR8150,COATI,5,,20/01/2022  09:40:00,WYT,LOG 4G,,,,59.0,8.5,KMM,,,,,,,,,,,
N,ATR8149,BLUTI,5,F,20/01/2022  09:40:00,WYT,LOG 4G,,,,60.0,10.0,KMM,,,,,M,19.2,,,,,
N,ATR8148,COATI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,60.0,8.0,SJC,,,,,,,,,,,
N,ATR8147,MARTI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,62.0,10.5,SJC,,,,,M,18.9,,,,,
N,ATR8146,MARTI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,59.0,9.5,SJC,,,,,M,18.7,,,,,
N,ATR8145,BLUTI,5,M,20/01/2022  09:00:00,WYT,LOG 4G,,,,65.0,11.8,SJC,,,,,M,20.0,,,,,
N,ATR8144,BLUTI,5,F,20/01/2022  09:00:00,WYT,LOG 4G,,,,61.0,10.6,SJC,,,,,M,19.0,,,,,
N,ATR8143,MARTI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,62.0,10.7,SJC,,,,,M,18.4,,,,,
N,ATR8142,MARTI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,63.0,10.7,SJC,,,,,M,19.0,,,,,
N,ATR8141,COATI,6,,20/01/2022  09:00:00,WYT,LOG 4G,,,,60.0,9.0,SJC,,,,,,,,,,,
N,ATR8140,MARTI,5,,20/01/2022  09:00:00,WYT,LOG 4G,,,,64.0,10.5,SJC,,,,,M,19.0,,,,,
N,ATR8139,BLUTI,5,F,18/01/2022  09:20:00,WYT,LOG 6A,,,,60.0,10.1,ANA,,,,,M,18.2,,,,,
R,TY68555,GRETI,6,F,18/01/2022  10:40:00,WYT,LOG 6A,,,,74.0,17.8,ANA,,,,,M,22.6,,,,,
R,ATR8053,BLUTI,5,M,18/01/2022  10:30:00,WYT,LOG 6A,,,,63.0,10.7,AKK,,,,,M,19.5,,,,,
R,ATR8075,BLUTI,5,M,18/01/2022  09:55:00,WYT,LOG 6A,,,,66.0,10.6,JPW,,,,,M,19.7,,,,,
R,Z032900,MARTI,6,,18/01/2022  09:55:00,WYT,LOG 6A,,,,61.0,10.5,AER,,,,,M,19.9,,,,,
R,AFH2791,BLUTI,6,M,18/01/2022  09:55:00,WYT,LOG 6A,,,,64.0,10.7,JPW,,,,,M,20.3,,,,,
R,AVL7344,MARTI,5,,18/01/2022  09:55:00,WYT,LOG 6A,,,,63.0,10.6,ANA,,,,,M,18.5,,,,,
R,AVL7356,BLUTI,5,F,18/01/2022  09:55:00,WYT,LOG 6A,,,,63.0,10.5,AKK,,,,,M,19.5,,,,,
R,ATR8082,BLUTI,6,F,18/01/2022  09:55:00,WYT,LOG 6A,,,,65.0,11.4,JPW,,,,,M,19.9,,,,,
R,ATR4532,BLUTI,5,M,18/01/2022  09:55:00,WYT,LOG 6A,,,,63.0,10.7,ANA,,,,,M,20.0,,,,,
R,AVL7932,BLUTI,5,M,18/01/2022  09:20:00,WYT,LOG 6A,,,,66.0,12.2,JPW,,,,,M,20.2,,,,,
R,AFH5793,BLUTI,6,M,18/01/2022  09:20:00,WYT,LOG 6A,,,,65.0,10.1,AER,,,,,M,20.4,,,,,
R,ATR7608,BLUTI,5,M,18/01/2022  09:20:00,WYT,LOG 6A,,,,62.0,10.5,AKK,,,,,M,18.4,,,,,
R,ATR8050,BLUTI,5,M,18/01/2022  09:20:00,WYT,LOG 6A,,,,64.0,10.6,JPW,,,,,M,19.3,,,,,
R,PF72560,GRETI,5,F,18/01/2022  09:20:00,WYT,LOG 6A,,,,73.0,18.1,ANA,,,,,M,22.7,,,,,
R,TY70960,GRETI,5,F,18/01/2022  09:20:00,WYT,LOG 6A,,,,73.0,18.3,AKK,,,,,M,23.0,,,,,
R,ATR6489,BLUTI,5,M,18/01/2022  09:20:00,WYT,LOG 6A,,,,63.0,11.3,AER,,,,,M,20.7,,,,,
R,ATR4038,BLUTI,5,F,18/01/2022  09:20:00,WYT,LOG 6A,,,,62.0,9.8,ANA,,,,,M,19.5,,,,,
R,ATR8079,COATI,5,,18/01/2022  08:39:59,WYT,LOG 6A,,,,61.0,9.7,JPW,,,,,M,20.0,,,,,
R,PF72537,GRETI,5,M,18/01/2022  08:39:59,WYT,LOG 6A,,,,74.0,18.7,KMM,,,,,M,22.4,,,,,
R,ATR6280,MARTI,6,,18/01/2022  08:39:59,WYT,LOG 6A,,,,61.0,10.4,ANA,,,,,M,18.5,,,,,
R,AVL7342,BLUTI,5,M,18/01/2022  08:39:59,WYT,LOG 6A,,,,65.0,11.9,AER,,,,,M,19.4,,,,,
R,ATR6060,BLUTI,5,M,18/01/2022  08:39:59,WYT,LOG 6A,,,,65.0,11.8,ANA,,,,,M,19.9,,,,,
R,ATR8080,BLUTI,5,F,18/01/2022  08:39:59,WYT,LOG 6A,,,,60.0,9.9,AKK,,,,,M,18.1,,,,,
R,ATR8078,COATI,5,,18/01/2022  08:39:59,WYT,LOG 6A,,,,58.0,8.3,AER,,,,,M,19.4,,,,,
R,TR43332,GRETI,6,M,25/01/2022  13:30:00,WYT,LOG 2C,,,,78.0,20.6,SJC,,,,,M,23.9,,,,,
R,ATR6719,COATI,5,,25/01/2022  13:30:00,WYT,LOG 2C,,,,59.0,9.3,KMM,,,,,,,,,,,
R,ATR6931,BLUTI,5,F,25/01/2022  09:40:00,WYT,LOG 2C,,,,61.0,9.6,SJC,,,,,M,18.6,,,,,
R,ATR4614,BLUTI,5,F,25/01/2022  09:40:00,WYT,LOG 2C,,,,63.0,10.0,SJC,,,,,M,19.0,,,,,
R,ABJ6327,BLUTI,6,M,25/01/2022  09:40:00,WYT,LOG 2C,,,,66.0,11.0,SJC,,,,,M,20.0,,,,,
R,ATR4448,BLUTI,5,M,25/01/2022  09:40:00,WYT,LOG 2C,,,,67.0,11.3,SJC,,,,,M,20.1,,,,,
R,ATR8095,BLUTI,5,F,25/01/2022  09:40:00,WYT,LOG 2C,,,,64.0,11.2,SJC,,,,,M,19.1,,,,,
R,ABJ6426,COATI,6,,25/01/2022  09:20:00,WYT,LOG 2C,,,,60.0,8.9,SJC,,,,,,,,,,,
R,ATR4506,BLUTI,5,M,25/01/2022  09:20:00,WYT,LOG 2C,,,,63.0,11.2,SJC,,,,,M,19.7,,,,,
R,ATR4400,BLUTI,5,M,25/01/2022  08:39:59,WYT,LOG 2C,,,,65.0,11.3,SJC,,,,,M,19.7,,,,,
R,Z626671,COATI,6,,25/01/2022  08:39:59,WYT,LOG 2C,,,,59.0,8.1,SJC,,,,,,,,,,,
R,ATR8107,BLUTI,5,F,25/01/2022  08:39:59,WYT,LOG 2C,,,,62.0,10.1,SJC,,,,,M,17.8,,,,,
R,ABJ6446,MARTI,6,,24/01/2022  10:50:00,WYT,LOG 2C,,,,60.0,10.5,KMM,,,,,M,18.1,,,,,
R,ATR4046,BLUTI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,65.0,10.5,ANA,,,,,M,19.7,,,,,
R,AFH2744,COATI,6,,24/01/2022  09:30:00,WYT,LOG 6A,,,,61.0,9.0,ANA,,,,,,,,,,,
R,ATR8077,COATI,5,,24/01/2022  09:30:00,WYT,LOG 6A,,,,61.0,8.9,ANA,,,,,,,,,,,
R,PF72168,GRETI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,75.0,18.5,SJC,,,,,M,24.0,,,,,
R,ATR6489,BLUTI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,64.0,11.5,ANA,,,,,M,20.2,,,,,
R,TY69464,GRETI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,,,ANA,,,,,,,,,,,
R,TW41722,GRETI,5,F,24/01/2022  09:30:00,WYT,LOG 6A,,,,72.0,15.5,SJC,,,,,M,21.5,,,,,
R,TW41650,GRETI,6,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,75.0,18.3,SJC,,,,,M,23.7,,,,,
R,PF72165,GRETI,5,M,24/01/2022  09:30:00,WYT,LOG 6A,,,,73.0,17.1,ANA,,,,,M,21.9,,,,,
R,VZ31495,GRETI,5,F,24/01/2022  09:00:00,WYT,LOG 6A,,,,72.0,16.9,ANA,,,,,M,22.9,,,,,
