Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,TY68255,GRETI,6,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,78.0,19.0,SJC,,,,,M,24.2,,,,,
N,CL70473,GRSWO,6,F,06/01/2021  08:49:59,WYT,LOG 1B,,,,132.0,,JHA,,,,,,,,,,,
N,AVL6841,BLUTI,6,M,06/01/2021  09:59:59,WYT,LOG 1B,,,,65.5,11.5,SJC,,,,,M,20.0,,,,,
N,AVL6840,COATI,5,,06/01/2021  09:59:59,WYT,LOG 1B,,,,60.0,9.1,KMM,,,,,,,,,,,
N,AVL6839,BLUTI,6,F,06/01/2021  09:00:00,WYT,LOG 1B,,,,62.0,10.7,JHA,,,,,M,18.6,,,,,
N,AVL6838,BLUTI,5,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,64.0,11.3,JHA,,,,,M,18.7,,,,,
N,AVL6837,BLUTI,5,F,06/01/2021  08:49:59,WYT,LOG 1B,,,,,,SJC,,,,,M,18.4,,,,,
N,AVL6836,MARTI,6,,05/01/2021  09:00:00,WYT,LOG 6A,,,,66.0,11.0,JHA,,,,,M,18.2,,,,,
N,AVL6835,BLUTI,5,F,05/01/2021  09:00:00,WYT,LOG 6A,,,,62.0,10.7,KMM,,,,,M,19.0,,,,,
N,AFH2799,BLUTI,6,F,05/01/2021  08:39:59,WYT,LOG 6A,,,,62.0,11.0,JHA,,,,,M,19.0,,,,,
R,AVL7194,COATI,5,,05/01/2021  08:39:59,WYT,LOG 6A,,,,59.0,8.4,SJC,,,,,,,,,,,
R,AFH2790,BLUTI,5,M,05/01/2021  08:39:59,WYT,LOG 6A,,,,65.0,12.5,JHA,,,,,M,19.8,,,,,
R,AVL7197,BLUTI,5,F,05/01/2021  08:39:59,WYT,LOG 6A,,,,62.5,10.2,SJC,,,,,M,18.7,,,,,
R,VZ32694,GRETI,6,F,06/01/2021  10:30:00,WYT,LOG 1B,,,,75.0,17.2,SJC,,,,,M,23.0,,,,,
R,TY70236,GRETI,6,M,06/01/2021  10:30:00,WYT,LOG 1B,,,,77.0,17.6,KMM,,,,,M,23.0,,,,,
R,VZ32698,GRETI,6,F,06/01/2021  10:30:00,WYT,LOG 1B,,,,74.0,17.8,SJC,,,,,M,23.0,,,,,
R,ABJ6051,BLUTI,6,M,06/01/2021  09:59:59,WYT,LOG 1B,,,,65.0,11.1,SJC,,,,,M,20.0,,,,,
R,AFH3669,BLUTI,6,M,06/01/2021  09:59:59,WYT,LOG 1B,,,,65.0,11.3,SJC,,,,,M,20.0,,,,,
R,AFH5257,BLUTI,6,M,06/01/2021  09:59:59,WYT,LOG 1B,,,,63.0,11.1,SJC,,,,,M,19.6,,,,,
R,TY69529,GRETI,5,F,06/01/2021  09:59:59,WYT,LOG 1B,,,,75.0,17.9,SJC,,,,,M,23.2,,,,,
R,S883435,BLUTI,6,F,06/01/2021  09:30:00,WYT,LOG 1B,,,,63.0,11.0,SJC,,,,,M,19.1,,,,,
R,AFH2768,BLUTI,6,M,06/01/2021  09:30:00,WYT,LOG 1B,,,,64.0,10.8,SJC,,,,,M,19.9,,,,,
R,AAJ8767,BLUTI,6,M,28/01/2021  11:19:59,WYT,LOG 2E,,,,65.0,11.2,SJC,,,,,M,19.5,,,,,
R,AVL7042,BLUTI,5,M,06/01/2021  09:30:00,WYT,LOG 1B,,,,64.0,11.1,JHA,,,,,M,18.8,,,,,
R,AVL7174,BLUTI,5,F,06/01/2021  09:30:00,WYT,LOG 1B,,,,60.0,10.7,SJC,,,,,M,19.3,,,,,
R,AFH2775,BLUTI,6,M,06/01/2021  09:30:00,WYT,LOG 1B,,,,63.0,10.0,JHA,,,,,M,18.2,,,,,
R,J215678,BLUTI,6,M,06/01/2021  09:30:00,WYT,LOG 1B,,,,65.0,,SJC,,,,,M,19.5,,,,,
R,AVL7144,BLUTI,6,F,06/01/2021  09:30:00,WYT,LOG 1B,,,,61.0,10.6,SJC,,,,,M,19.5,,,,,
R,AVL5186,BLUTI,6,M,06/01/2021  09:30:00,WYT,LOG 1B,,,,64.0,10.8,JHA,,,,,M,19.3,,,,,
R,VZ33693,GRETI,5,F,06/01/2021  09:30:00,WYT,LOG 1B,,,,73.0,17.8,SJC,,,,,M,22.9,,,,,
R,AVL6047,MARTI,5,,06/01/2021  09:30:00,WYT,LOG 1B,,,,60.0,10.4,SJC,,,,,M,18.5,,,,,
R,AFH2769,BLUTI,5,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,67.0,12.2,JHA,,,,,M,19.1,,,,,
R,AFH2764,BLUTI,5,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,63.0,11.0,SJC,,,,,M,20.2,,,,,
R,Z101386,BLUTI,6,F,06/01/2021  08:49:59,WYT,LOG 1B,,,,61.0,10.4,SJC,,,,,M,18.9,,,,,
R,S883872,BLUTI,6,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,66.0,11.7,JHA,,,,,M,19.1,,,,,
R,AVL7173,BLUTI,5,M,06/01/2021  08:49:59,WYT,LOG 1B,,,,63.5,10.9,SJC,,,,,M,19.3,,,,,
R,AFH2766,COATI,5,,06/01/2021  08:49:59,WYT,LOG 1B,,,,59.0,8.2,SJC,,,,,,,,,,,
R,AFH2792,BLUTI,6,F,05/01/2021  10:19:59,WYT,LOG 6A,,,,61.0,,JHA,,,,,M,18.6,,,,,
R,TW77023,GRETI,5,F,05/01/2021  10:19:59,WYT,LOG 6A,,,,74.0,18.3,KMM,,,,,M,23.3,,,,,
R,ABJ6007,BLUTI,6,M,05/02/2021  11:00:00,WYT,LOG 6A,,,,64.0,11.6,JPW,,,,,M,19.6,,,,,
R,AVL6056,MARTI,5,,05/01/2021  10:19:59,WYT,LOG 6A,,,,63.5,11.0,KMM,,,,,M,18.8,,,,,
R,AFH2798,BLUTI,5,M,05/01/2021  10:19:59,WYT,LOG 6A,,,,64.0,10.6,KMM,,,,,M,19.8,,,,,
R,AFH2800,BLUTI,5,M,05/01/2021  09:59:59,WYT,LOG 6A,,,,64.0,,JHA,,,,,M,19.9,,,,,
R,AFH4597,BLUTI,6,F,05/01/2021  09:59:59,WYT,LOG 6A,,,,63.0,11.2,SJC,,,,,M,18.8,,,,,
R,AFH2741,BLUTI,6,M,05/01/2021  09:59:59,WYT,LOG 6A,,,,64.0,10.7,SJC,,,,,M,20.2,,,,,
R,AVL3251,BLUTI,5,M,05/01/2021  09:59:59,WYT,LOG 6A,,,,64.0,11.9,JHA,,,,,M,19.4,,,,,
R,AVL5042,BLUTI,5,F,05/01/2021  09:59:59,WYT,LOG 6A,,,,64.0,10.4,SJC,,,,,M,19.3,,,,,
R,AFH2745,BLUTI,5,,05/01/2021  09:49:59,WYT,LOG 6A,,,,61.0,10.6,JHA,,,,,M,18.8,,,,,
R,AFH2796,BLUTI,5,M,05/01/2021  09:30:00,WYT,LOG 6A,,,,64.0,11.3,KMM,,,,,M,19.9,,,,,
R,AFH2791,BLUTI,5,M,05/01/2021  09:30:00,WYT,LOG 6A,,,,63.0,10.9,KMM,,,,,M,20.5,,,,,
R,AND7487,MARTI,4,,05/01/2021  09:10:00,WYT,LOG 6A,,,,60.0,10.2,SJC,,,,,M,18.6,,,,,
R,AFH2792,BLUTI,6,F,05/01/2021  09:10:00,WYT,LOG 6A,,,,61.0,10.0,SJC,,,,,M,18.7,,,,,
R,AVL7155,MARTI,5,,05/01/2021  08:39:59,WYT,LOG 6A,,,,62.0,10.5,JHA,,,,,M,18.4,,,,,
R,AFH2739,BLUTI,6,F,05/01/2021  08:39:59,WYT,LOG 6A,,,,63.0,10.4,JHA,,,,,M,19.0,,,,,
R,S884898,BLUTI,6,M,05/01/2021  08:39:59,WYT,LOG 6A,,,,64.0,10.7,SJC,,,,,M,19.8,,,,,
N,TY68263,GRETI,5,F,15/01/2021  09:40:00,WYT,LOG 7H,,,,72.0,21.0,CVJ,,,,,M,22.4,,,,,
N,TY68262,GRETI,5,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,72.0,17.9,AKK,,,,,M,23.8,,,,,
N,TY68261,NUTHA,4,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,85.0,23.7,CVJ,,,,,M,23.1,,,,,
N,TY68260,GRETI,5,F,15/01/2021  09:40:00,WYT,LOG 7H,,,,75.0,17.9,JPW,,,,,M,22.8,,,,,
N,TY68259,GRETI,5,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,76.0,17.0,JHA,,,,,M,22.0,,,,,
N,TY68258,GRETI,5,F,15/01/2021  09:10:00,WYT,LOG 7H,,,,71.0,16.8,JHA,,,,,M,21.5,,,,,
N,TY68257,GRETI,5,M,15/01/2021  09:10:00,WYT,LOG 7H,,,,72.0,18.1,JPW,,,,,M,22.7,,,,,
N,TY68256,GRETI,5,M,15/01/2021  09:10:00,WYT,LOG 7H,,,,76.0,20.1,JHA,,,,,M,23.5,,,,,
N,AVL6860,BLUTI,5,F,15/01/2021  09:59:59,WYT,LOG 7H,,,,58.0,9.7,CVJ,,,,,M,18.8,,,,,
N,AVL6859,BLUTI,6,M,15/01/2021  09:59:59,WYT,LOG 7H,,,,63.0,11.7,JPW,,,,,M,19.0,,,,,
N,AVL6858,BLUTI,6,M,15/01/2021  09:59:59,WYT,LOG 7H,,,,66.0,11.1,CVJ,,,,,M,20.2,,,,,
N,AVL6857,BLUTI,5,F,15/01/2021  09:59:59,WYT,LOG 7H,,,,61.0,11.2,AKK,,,,,M,19.1,,,,,
N,AVL6856,BLUTI,5,F,15/01/2021  09:59:59,WYT,LOG 7H,,,,62.0,11.2,AKK,,,,,M,18.1,,,,,
N,AVL6855,BLUTI,5,M,15/01/2021  09:30:00,WYT,LOG 7H,,,,66.0,11.9,JHA,,,,,M,19.7,,,,,
N,AVL6854,BLUTI,5,F,15/01/2021  09:30:00,WYT,LOG 7H,,,,62.0,9.6,AKK,,,,,M,19.4,,,,,
N,AVL6853,COATI,5,,15/01/2021  09:30:00,WYT,LOG 7H,,,,61.0,9.5,CVJ,,,,,M,19.8,,,,,
N,AVL6852,BLUTI,5,M,15/01/2021  09:30:00,WYT,LOG 7H,,,,65.0,11.0,JHA,,,,,M,19.2,,,,,
N,AVL6851,BLUTI,5,F,15/01/2021  09:30:00,WYT,LOG 7H,,,,61.0,10.0,CVJ,,,,,M,18.9,,,,,
N,AVL6850,BLUTI,5,M,15/01/2021  09:30:00,WYT,LOG 7H,,,,66.0,11.2,JPW,,,,,M,19.0,,,,,
N,AVL6849,BLUTI,5,F,15/01/2021  09:30:00,WYT,LOG 7H,,,,62.0,10.9,AKK,,,,,M,20.0,,,,,
N,AVL6848,BLUTI,6,F,15/01/2021  09:00:00,WYT,LOG 7H,,,,63.0,10.2,AKK,,,,,M,20.2,,,,,
N,AVL6847,BLUTI,5,F,15/01/2021  09:00:00,WYT,LOG 7H,,,,61.0,10.4,CVJ,,,,,M,19.5,,,,,
N,AVL6846,BLUTI,5,F,15/01/2021  09:00:00,WYT,LOG 7H,,,,58.0,9.8,AKK,,,,,M,18.5,,,,,
N,AVL6845,BLUTI,5,M,15/01/2021  09:00:00,WYT,LOG 7H,,,,65.0,10.6,CVJ,,,,,M,19.8,,,,,
N,AVL6844,BLUTI,5,F,15/01/2021  09:00:00,WYT,LOG 7H,,,,60.0,10.6,AKK,,,,,M,19.2,,,,,
N,AVL6843,COATI,5,,15/01/2021  09:00:00,WYT,LOG 7H,,,,56.0,7.5,AKK,,,,,M,18.4,,,,,
N,AVL6842,BLUTI,6,F,15/01/2021  09:00:00,WYT,LOG 7H,,,,60.0,9.8,CVJ,,,,,M,18.5,,,,,
R,TW41851,GRETI,6,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,75.0,18.8,KBB,,,,,M,23.5,,,,,
R,AVL6399,BLUTI,5,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,62.0,10.6,KBB,,,,,M,18.7,,,,,
N,AVL6872,BLUTI,5,F,22/01/2021  08:49:59,WYT,LOG 1H,,,,62.0,10.9,JHA,,,,,M,18.6,,,,,
R,ABJ6046,BLUTI,6,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,66.0,12.0,JPW,,,,,M,19.8,,,,,
N,AVL6871,BLUTI,5,F,22/01/2021  08:49:59,WYT,LOG 1H,,,,63.0,10.7,AKK,,,,,M,20.3,,,,,
N,AVL6870,COATI,5,,22/01/2021  08:49:59,WYT,LOG 1H,,,,62.0,8.8,JHA,,,,,M,19.2,,,,,
N,AVL6869,BLUTI,6,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,63.0,10.1,JHA,,,,,M,18.8,,,,,
N,AVL6868,ROBIN,6,,22/01/2021  08:49:59,WYT,LOG 1H,,,,75.0,19.5,AKK,,,,,,,,,,,
N,AVL6867,BLUTI,6,,22/01/2021  08:49:59,WYT,LOG 1H,,,,64.0,10.4,JHA,,,,,M,18.3,,,,,
N,AVL6866,BLUTI,5,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,64.0,10.2,AKK,,,,,M,20.0,,,,,
N,AVL6865,BLUTI,6,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,64.0,11.0,JHA,,,,,M,18.5,,,,,
N,AVL6864,BLUTI,5,F,22/01/2021  08:49:59,WYT,LOG 1H,,,,61.0,9.6,AKK,,,,,M,19.8,,,,,
N,AVL6863,BLUTI,5,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,61.0,9.9,KBB,,,,,M,18.2,,,,,
N,AVL6862,BLUTI,5,,22/01/2021  08:49:59,WYT,LOG 1H,,,,64.0,10.8,JHA,,,,,M,18.1,,,,,
N,AVL6861,BLUTI,6,F,22/01/2021  08:49:59,WYT,LOG 1H,,,,62.0,9.5,AKK,,,,,M,18.8,,,,,
N,TY68267,GRETI,5,F,22/01/2021  10:50:00,WYT,LOG 1H,,,,71.0,15.8,JHA,,,,,M,21.8,,,,,
N,TY68266,GRETI,5,M,22/01/2021  10:50:00,WYT,LOG 1H,,,,77.0,17.7,JHA,,,,,M,22.2,,,,,
N,TY68265,GRETI,5,F,22/01/2021  10:50:00,WYT,LOG 1H,,,,71.0,16.5,AKK,,,,,M,22.3,,,,,
N,TY68264,GRETI,6,F,22/01/2021  10:50:00,WYT,LOG 1H,,,,74.0,17.3,JHA,,,,,M,22.2,,,,,
R,TY69097,GRETI,6,M,22/01/2021  10:30:00,WYT,LOG 1H,,,,74.0,18.1,AKK,,,,,M,21.8,,,,,
R,TY69532,GRETI,5,F,22/01/2021  10:30:00,WYT,LOG 1H,,,,72.0,17.1,SJC,,,,,M,21.9,,,,,
R,AND6631,BLUTI,6,M,22/01/2021  10:30:00,WYT,LOG 1H,,,,63.0,10.4,SJC,,,,,M,19.1,,,,,
R,VZ33880,GRETI,5,M,22/01/2021  10:30:00,WYT,LOG 1H,,,,76.0,18.1,SJC,,,,,M,23.1,,,,,
R,VZ33887,GRETI,5,M,22/01/2021  10:30:00,WYT,LOG 1H,,,,75.0,19.0,SJC,,,,,M,23.1,,,,,
R,AFH3736,BLUTI,6,F,22/01/2021  09:45:00,WYT,LOG 1H,,,,62.5,10.6,SJC,,,,,M,19.2,,,,,
R,TY69558,GRETI,6,F,22/01/2021  09:45:00,WYT,LOG 1H,,,,70.0,18.5,KBB,,,,,M,23.4,,,,,
R,TY69073,GRETI,5,F,22/01/2021  09:45:00,WYT,LOG 1H,,,,71.0,17.9,KBB,,,,,M,22.9,,,,,
R,AVL6835,BLUTI,5,F,22/01/2021  09:45:00,WYT,LOG 1H,,,,60.0,10.2,KBB,,,,,M,18.9,,,,,
R,AVL7149,BLUTI,5,M,22/01/2021  09:45:00,WYT,LOG 1H,,,,64.0,10.8,JHA,,,,,M,19.4,,,,,
R,AFH4302,BLUTI,6,M,22/01/2021  09:45:00,WYT,LOG 1H,,,,65.0,10.8,KBB,,,,,M,19.5,,,,,
R,AFH2767,COATI,5,,22/01/2021  08:49:59,WYT,LOG 1H,,,,59.0,8.2,JHA,,,,,M,18.6,,,,,
R,AVL7153,BLUTI,6,M,22/01/2021  08:49:59,WYT,LOG 1H,,,,67.0,10.8,JHA,,,,,M,19.1,,,,,
R,TW77115,GRETI,5,F,22/01/2021  08:49:59,WYT,LOG 1H,,,,73.0,16.9,AKK,,,,,M,23.7,,,,,
R,TV44566,GRETI,6,M,15/01/2021  10:40:00,WYT,LOG 7H,,,,77.0,19.7,JHA,,,,,M,22.8,,,,,
R,AVL7466,BLUTI,6,M,15/01/2021  10:40:00,WYT,LOG 7H,,,,64.0,,JHA,,,,,M,19.1,,,,,
R,ABJ6081,MARTI,4,,15/01/2021  10:40:00,WYT,LOG 7H,,,,64.0,11.1,JPW,,,,,M,18.6,,,,,
R,VS84123,GRETI,6,F,15/01/2021  10:40:00,WYT,LOG 7H,,,,73.0,18.1,AKK,,,,,M,23.6,,,,,
R,TY69090,GRETI,5,F,15/01/2021  09:59:59,WYT,LOG 7H,,,,71.0,16.8,JHA,,,,,M,22.5,,,,,
R,AFH4021,BLUTI,6,M,15/01/2021  09:59:59,WYT,LOG 7H,,,,63.0,10.7,JHA,,,,,M,19.2,,,,,
R,TS47913,GRETI,6,M,15/01/2021  09:59:59,WYT,LOG 7H,,,,76.0,18.2,CVJ,,,,,M,22.8,,,,,
R,AVL7472,BLUTI,5,M,15/01/2021  09:59:59,WYT,LOG 7H,,,,64.0,10.5,JHA,,,,,M,18.7,,,,,
R,TY70076,GRETI,5,F,15/01/2021  09:59:59,WYT,LOG 7H,,,,73.0,16.5,JPW,,,,,M,22.8,,,,,
R,VZ33859,GRETI,5,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,75.0,18.5,AKK,,,,,M,24.0,,,,,
R,AVL7464,BLUTI,5,M,15/01/2021  09:40:00,WYT,LOG 7H,,,,64.0,10.1,CVJ,,,,,M,19.4,,,,,
R,VS84264,GRETI,6,F,15/01/2021  09:40:00,WYT,LOG 7H,,,,73.0,17.5,JPW,,,,,M,23.2,,,,,
R,VZ33856,GRETI,5,F,15/01/2021  09:20:00,WYT,LOG 7H,,,,,,AKK,,,,,,,,,,,
R,AVL5521,BLUTI,5,M,15/01/2021  09:20:00,WYT,LOG 7H,,,,65.0,11.2,CVJ,,,,,M,20.6,,,,,
R,VZ30902,GRETI,6,M,15/01/2021  09:20:00,WYT,LOG 7H,,,,77.0,18.7,JPW,,,,,M,23.4,,,,,
R,TY70078,GRETI,6,F,15/01/2021  09:20:00,WYT,LOG 7H,,,,72.0,,JHA,,,,,M,21.8,,,,,
R,VZ30598,GRETI,6,F,15/01/2021  09:20:00,WYT,LOG 7H,,,,77.0,17.3,JHA,,,,,M,21.9,,,,,
R,TY70056,GRETI,5,F,15/01/2021  09:20:00,WYT,LOG 7H,,,,77.0,18.5,JPW,,,,,M,22.9,,,,,
R,AVL5520,BLUTI,5,M,15/01/2021  09:20:00,WYT,LOG 7H,,,,64.0,10.6,JHA,,,,,M,19.4,,,,,
R,AFH4422,BLUTI,6,M,15/01/2021  09:20:00,WYT,LOG 7H,,,,67.0,11.2,JPW,,,,,M,19.8,,,,,
N,TY68287,GRETI,5,F,11/02/2021  11:29:59,WYT,LOG 7C,,,,72.0,17.6,GLD,,,,,M,22.1,,,,,
N,TY68286,NUTHA,5,M,11/02/2021  11:29:59,WYT,LOG 7C,,,,86.0,24.0,JHA,,,,,,,,,,,
N,TY68285,NUTHA,4,F,11/02/2021  09:59:59,WYT,LOG 7C,,,,81.0,23.1,JHA,,,,,,,,,,,
N,TY68284,NUTHA,4,F,11/02/2021  09:59:59,WYT,LOG 7C,,,,82.0,21.9,JHA,,,,,,,,,,,
N,TY68283,GRETI,5,F,09/02/2021  09:59:59,WYT,LOG 6A,,,,73.0,19.7,GLD,,,,,,,,,,,
N,TY68282,GRETI,5,F,03/02/2021  11:29:59,WYT,LOG 6A,,,,72.0,18.1,CVJ,,,,,M,21.9,,,,,
N,CL70474,BLABI,6,M,03/02/2021  11:29:59,WYT,LOG 6A,,,,137.0,104.0,NMR,,,,,,,,,,,
N,TY68281,GRETI,5,F,03/02/2021  11:29:59,WYT,LOG 6A,,,,76.0,18.7,CVJ,,,,,M,23.1,,,,,
N,TY68280,GRETI,5,F,03/02/2021  11:29:59,WYT,LOG 6A,,,,73.0,18.8,AKK,,,,,M,23.9,,,,,
R,ABJ6082,BLUTI,4,M,13/10/2021  11:00:00,WYT,LOG 7G,,,,67.0,10.7,WJS,,,,,M,19.2,,,,,
N,TY68279,GRETI,5,M,03/02/2021  11:29:59,WYT,LOG 6A,,,,75.0,18.7,CVJ,,,,,M,23.2,,,,,
R,ABJ6082,BLUTI,4,M,12/10/2021  09:59:59,WYT,LOG 7G,,,,66.0,10.8,KMM,,,,,M,19.5,,,,,
N,TY68278,GRETI,5,F,03/02/2021  11:29:59,WYT,LOG 6A,,,,73.0,17.5,CVJ,,,,,M,21.9,,,,,
N,TY68277,GRETI,5,M,03/02/2021  11:29:59,WYT,LOG 6A,,,,76.0,18.5,KMM,,,,,M,22.7,,,,,
N,TY68276,GRETI,5,M,27/01/2021  12:30:00,WYT,HE-WYT,,,,76.0,20.4,JPW,,,,,M,24.1,,,,,
N,TY68275,GRETI,5,F,27/01/2021  11:00:00,WYT,HE-WYT,,,,73.0,17.5,CVJ,,,,,M,22.1,,,,,
N,TY68274,NUTHA,4,M,27/01/2021  11:00:00,WYT,HE-WYT,,,,85.0,22.7,CVJ,,,,,M,22.7,,,,,
N,TY68273,NUTHA,4,M,27/01/2021  11:00:00,WYT,HE-WYT,,,,85.0,22.4,JPW,,,,,M,22.6,,,,,
N,TY68272,GRETI,5,M,27/01/2021  11:00:00,WYT,HE-WYT,,,,76.0,19.6,CVJ,,,,,M,23.6,,,,,
N,TY68271,GRETI,5,F,27/01/2021  11:00:00,WYT,HE-WYT,,,,74.0,17.0,PS,,,,,M,23.5,,,,,
N,TY68270,GRETI,5,M,27/01/2021  10:30:00,WYT,HE-WYT,,,,76.0,18.9,JPW,,,,,M,22.1,,,,,
R,ABJ6086,BLUTI,4,M,13/10/2021  11:00:00,WYT,LOG 7G,,,,67.0,10.4,KMM,,,,,M,20.0,,,,,
N,TY68269,GRETI,5,M,27/01/2021  10:30:00,WYT,HE-WYT,,,,75.5,18.7,SJC,,,,,M,23.1,,,,,
N,TY68268,GRETI,6,F,27/01/2021  10:30:00,WYT,HE-WYT,,,,76.0,19.1,PS,,,,,M,23.1,,,,,
N,AVL7889,COATI,5,,11/02/2021  11:29:59,WYT,LOG 7C,,,,59.0,8.6,JHA,,,,,,,,,,,
N,AVL7888,COATI,5,,11/02/2021  09:40:00,WYT,LOG 7C,,,,58.0,8.6,GLD,,,,,,,,,,,
N,AVL7887,BLUTI,5,M,11/02/2021  09:40:00,WYT,LOG 7C,,,,61.0,10.6,JHA,,,,,M,18.0,,,,,
N,KVT260,LOTTI,4,,11/02/2021  09:40:00,WYT,LOG 7C,,,,61.0,8.0,GLD,,,,,,,,,,,
N,AVL7886,BLUTI,5,F,05/02/2021  11:39:59,WYT,LOG 6A,,,,60.0,10.2,AKK,,,,,M,19.2,,,,,
N,AVL7885,BLUTI,5,F,05/02/2021  11:00:00,WYT,LOG 6A,,,,61.0,11.1,AKK,,,,,M,18.8,,,,,
N,AVL7884,BLUTI,5,F,04/02/2021  11:00:00,WYT,LOG 5I,,,,,,CVJ,,,,,,,,,,,
N,AVL7883,MARTI,5,,04/02/2021  09:49:59,WYT,LOG 5I,,,,62.0,10.8,AKK,,,,,M,18.2,,,,,
N,AVL7882,BLUTI,5,M,04/02/2021  09:49:59,WYT,LOG 5I,,,,64.0,10.6,AKK,,,,,M,19.4,,,,,
N,AVL7881,BLUTI,5,F,04/02/2021  09:49:59,WYT,LOG 5I,,,,60.0,9.9,NMR,,,,,M,18.8,,,,,
N,KVT259,LOTTI,4,,04/02/2021  09:49:59,WYT,LOG 5I,,,,61.0,7.3,AKK,,,,,,,,,,,
N,KVT258,LOTTI,4,,04/02/2021  09:49:59,WYT,LOG 5I,,,,59.0,7.6,CVJ,,,,,,,,,,,
N,AVL4935,CHAFF,6,M,29/01/2021  12:45:00,WYT,LOG 5I,,,,91.0,24.6,SJC,,,,,,,,,,,
N,AVL4934,BLUTI,5,F,29/01/2021  12:30:00,WYT,LOG 5I,,,,63.0,11.0,SJC,,,,,M,18.5,,,,,
N,AVL4933,BLUTI,5,M,29/01/2021  12:10:00,WYT,LOG 5I,,,,63.0,10.6,SJC,,,,,M,19.1,,,,,
N,AVL4932,BLUTI,5,F,29/01/2021  12:10:00,WYT,LOG 5I,,,,62.0,10.6,SJC,,,,,M,18.5,,,,,
N,AVL4931,BLUTI,5,F,29/01/2021  12:10:00,WYT,LOG 5I,,,,63.0,10.8,SJC,,,,,M,19.0,,,,,
N,AVL4930,BLUTI,5,M,29/01/2021  11:39:59,WYT,LOG 5I,,,,65.5,11.2,SJC,,,,,M,19.3,,,,,
N,AVL4929,BLUTI,5,F,29/01/2021  11:39:59,WYT,LOG 5I,,,,63.0,11.8,SJC,,,,,M,18.6,,,,,
N,AVL4928,BLUTI,6,M,29/01/2021  11:39:59,WYT,LOG 5I,,,,65.0,11.1,SJC,,,,,M,19.5,,,,,
N,AVL4927,BLUTI,5,M,29/01/2021  11:39:59,WYT,LOG 5I,,,,62.0,11.5,SJC,,,,,M,19.2,,,,,
N,AVL4926,BLUTI,5,F,29/01/2021  11:39:59,WYT,LOG 5I,,,,62.0,11.1,SJC,,,,,M,19.7,,,,,
N,AVL4925,BLUTI,5,M,29/01/2021  11:39:59,WYT,LOG 5I,,,,64.5,11.7,SJC,,,,,M,20.0,,,,,
N,AVL4924,COATI,5,,29/01/2021  11:39:59,WYT,LOG 5I,,,,60.0,9.2,SJC,,,,,M,20.0,,,,,
N,AVL4923,MARTI,5,,29/01/2021  11:00:00,WYT,LOG 5I,,,,64.0,11.2,SJC,,,,,M,18.4,,,,,
N,AVL4922,BLUTI,5,F,29/01/2021  11:00:00,WYT,LOG 5I,,,,61.0,10.6,SJC,,,,,M,19.2,,,,,
N,AVL4921,BLUTI,6,M,29/01/2021  11:00:00,WYT,LOG 5I,,,,65.0,10.9,SJC,,,,,M,19.3,,,,,
N,AVL4920,BLUTI,5,M,29/01/2021  11:00:00,WYT,LOG 5I,,,,65.0,11.8,SJC,,,,,M,19.7,,,,,
N,AVL4919,BLUTI,5,F,29/01/2021  11:00:00,WYT,LOG 5I,,,,63.0,10.8,SJC,,,,,M,19.5,,,,,
N,AVL4918,BLUTI,5,M,29/01/2021  11:00:00,WYT,LOG 5I,,,,63.0,10.6,SJC,,,,,M,18.7,,,,,
N,AVL4917,BLUTI,5,F,29/01/2021  11:00:00,WYT,LOG 5I,,,,61.0,9.9,SJC,,,,,M,17.4,,,,,
N,AVL4916,BLUTI,6,F,28/01/2021  11:19:59,WYT,LOG 2E,,,,63.0,10.5,KMM,,,,,M,18.6,,,,,
N,AVL4915,BLUTI,5,F,28/01/2021  11:19:59,WYT,LOG 2E,,,,61.0,10.3,KMM,,,,,M,18.6,,,,,
R,ABJ6106,BLUTI,4,M,18/08/2021  11:00:00,WYT,LOG 4C,,,,62.0,11.3,JPW,,,,,M,19.9,,,,,
N,AVL4914,BLUTI,6,F,28/01/2021  11:19:59,WYT,LOG 2E,,,,61.0,10.4,KMM,,,,,M,18.8,,,,,
N,AVL4913,BLUTI,5,F,28/01/2021  11:19:59,WYT,LOG 2E,,,,63.0,10.1,KMM,,,,,M,18.1,,,,,
N,AVL4912,BLUTI,5,F,28/01/2021  10:19:59,WYT,LOG 2E,,,,61.0,9.7,SJC,,,,,M,18.1,,,,,
